gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,275.23,48.14,1,1,0.0333
1,309.9,46.79,1,1,0.084
1,253.39,51.32,0,0,0.037
1,234.2,56.28,0,0,0.1117
1,292.9,48.1,1,1,0.0773
2,313.52,53.28,1,0,0.0244
2,326.33,52.95,1,1,0.0146
2,271.61,52.15,0,0,0.0247
2,227.82,50.59,0,0,0.0785
2,266.99,52.67,1,0,0.0287
3,307.47,51.54,0,1,0.0257
3,279.37,50.93,1,1,0.038
3,244.09,52.68,0,0,0.0534
3,323.53,52.41,1,1,0.0167
3,264.08,50.64,1,0,0.0059
4,376.17,56.13,0,0,0.0498
4,322.77,53.94,1,0,0.0003
4,252.57,49.09,0,0,0.0088
4,342.5,56.42,1,0,0.0514
4,264.15,52.22,1,0,0.0093
5,249.1,53.59,1,0,0.0355
5,290.67,54.83,1,0,0.0649
5,204.94,48.65,1,0,0.1231
5,354.81,58.22,1,0,0.0644
5,218.69,48.91,1,0,0.1011
6,341.5,61.09,1,0,0.0487
6,263.73,51.95,0,1,0.0285
6,166.78,46.66,1,1,0.0164
6,308.1,59.98,1,0,0.0603
6,187.79,49.92,1,0,0.0491
7,173.52,47.16,1,1,0.0236
7,179.03,49.03,1,0,0.026
7,164.76,46.31,1,1,0.0108
7,196.27,50.99,1,0,0.0261
7,161.72,46.99,1,0,0.0064
8,175.11,48.63,1,1,0.0116
8,165.37,47.84,1,1,0.0086
8,161.72,46.99,1,1,0.0
8,161.49,47.0,1,0,0.0006
8,160.65,46.53,1,0,0.001
9,175.31,49.72,1,0,0.012
9,215.86,50.59,0,1,0.0485
9,200.88,51.02,1,1,0.0083
9,173.15,47.76,1,1,0.0225
9,168.83,47.96,1,1,0.0197
10,179.58,50.31,0,0,0.0134
10,160.71,47.45,1,0,0.0018
10,159.93,47.31,1,0,0.0013
10,163.95,46.2,0,1,0.0159
10,160.51,48.23,1,0,0.0054
11,163.69,48.03,1,1,0.0088
11,180.74,46.52,1,1,0.039
11,170.88,46.81,1,1,0.0316
11,179.89,49.62,1,1,0.0126
11,160.51,48.23,1,1,0.0
12,169.92,48.25,1,1,0.0162
12,163.73,49.6,1,0,0.0076
12,167.22,47.12,0,1,0.0212
12,162.63,46.53,0,1,0.0123
12,159.6,47.49,1,0,0.002
13,194.95,51.16,0,1,0.0105
13,190.34,49.05,0,1,0.0281
13,185.76,51.05,1,1,0.0061
13,168.06,49.44,1,1,0.004
13,167.84,47.87,1,1,0.0203
14,163.73,49.6,1,1,0.0
14,163.73,49.6,1,1,0.0
14,182.45,49.73,1,1,0.0089
14,163.73,49.6,1,1,0.0
14,160.34,48.43,1,0,0.0068
15,203.06,50.61,1,1,0.0267
15,148.43,46.81,0,0,0.0227
15,181.73,50.53,1,0,0.0052
15,157.18,49.78,1,0,0.0125
15,173.52,48.45,1,1,0.021
16,186.62,49.6,1,1,0.017
16,183.28,48.24,1,1,0.0262
16,179.91,51.6,1,0,0.0084
16,167.01,50.55,1,0,0.0082
16,163.6,48.72,1,1,0.0167
17,172.09,49.82,0,1,0.0162
17,181.88,46.94,0,1,0.0479
17,190.44,50.49,0,1,0.0186
17,145.24,42.41,0,0,0.05
17,162.86,48.33,0,1,0.0221
18,189.48,50.62,0,1,0.0182
18,179.88,50.53,1,1,0.0079
18,169.34,51.21,0,0,0.0098
18,153.71,47.24,0,0,0.0089
18,172.73,48.43,1,1,0.0286
19,157.04,49.82,1,0,0.0006
19,167.01,50.55,1,1,0.0
19,155.86,46.02,1,0,0.0001
19,156.02,46.31,1,0,0.0019
19,156.02,46.31,1,0,0.0019
20,161.62,48.36,1,1,0.02
20,158.37,47.46,1,1,0.0065
20,195.74,49.8,1,1,0.0278
20,156.02,46.31,1,1,0.0
20,155.86,46.02,1,1,0.0
21,164.82,46.95,1,1,0.0354
21,184.03,48.97,1,1,0.0298
21,174.18,47.32,1,1,0.0431
21,179.58,50.63,0,1,0.0077
21,161.68,45.99,0,1,0.0376
22,218.72,49.06,1,1,0.0781
22,175.06,50.66,1,1,0.0101
22,257.87,49.91,1,1,0.1589
22,195.74,50.81,1,1,0.0177
22,170.53,50.03,1,1,0.012
23,154.47,48.83,1,1,0.0
23,154.47,48.83,1,1,0.0
23,154.47,48.83,1,1,0.0
23,154.47,48.83,1,1,0.0
23,154.47,48.83,1,1,0.0
24,169.73,47.91,1,1,0.0348
24,182.32,49.52,1,1,0.0282
24,154.84,46.35,0,1,0.0219
24,155.4,47.12,1,1,0.0136
24,155.23,49.87,1,1,0.0019
25,151.6,48.51,1,0,0.0023
25,154.08,48.41,1,1,0.0005
25,151.94,48.4,1,0,0.0027
25,179.89,48.92,1,1,0.0358
25,154.84,47.72,1,1,0.0083
26,154.47,48.83,1,1,0.0
26,154.47,48.83,1,1,0.0
26,154.47,48.83,1,1,0.0
26,154.47,48.83,1,1,0.0
26,154.47,48.83,1,1,0.0
27,154.47,48.83,1,1,0.0
27,154.47,48.83,1,1,0.0
27,154.47,48.83,1,1,0.0
27,154.47,48.83,1,1,0.0
27,154.47,48.83,1,1,0.0
28,161.55,49.89,1,1,0.0156
28,157.22,47.49,1,1,0.0169
