gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,300.5,57.65,1,0,0.0549
1,218.56,48.07,1,0,0.1158
1,272.24,49.76,1,0,0.0735
1,171.64,51.55,0,0,0.0584
1,229.51,47.56,1,0,0.1449
2,263.73,51.95,0,1,0.087
2,246.88,54.88,1,1,0.0309
2,238.16,56.42,1,0,0.0076
2,178.93,49.99,0,0,0.0399
2,191.55,48.98,1,0,0.0545
3,216.52,50.92,0,0,0.0717
3,263.04,52.69,1,1,0.08
3,170.47,48.68,0,0,0.0249
3,200.58,56.54,1,0,0.0887
3,176.27,44.14,1,1,0.0289
4,207.56,54.21,1,1,0.0325
4,241.92,65.73,1,0,0.1534
4,158.64,46.35,0,0,0.0219
4,200.58,56.54,1,1,0.0
4,191.55,48.98,1,1,0.0
5,237.95,57.1,1,1,0.0
5,241.92,65.73,1,1,0.0
5,169.19,48.11,1,0,0.0132
5,191.55,48.98,1,1,0.0
5,200.58,56.62,1,1,0.0009
6,166.15,46.07,1,0,0.0007
6,193.0,52.19,1,0,0.0
6,169.19,48.11,1,1,0.0
6,199.92,56.79,1,0,0.0002
6,200.58,56.9,1,1,0.0023
7,200.58,57.14,1,1,0.0017
7,243.83,63.47,0,1,0.026
7,183.36,51.46,0,0,0.0257
7,194.53,65.02,0,0,0.0871
7,199.92,56.79,1,1,0.0
8,163.17,46.14,1,1,0.0048
8,193.76,54.13,1,0,0.0002
8,184.12,50.57,1,0,0.0253
8,155.48,49.5,0,0,0.0267
8,171.4,46.44,1,1,0.0189
9,182.45,55.2,1,0,0.0143
9,244.77,55.78,1,1,0.0853
9,181.94,53.14,0,0,0.0153
9,165.57,49.64,1,0,0.0019
9,165.57,49.64,1,0,0.0019
10,195.56,51.44,0,1,0.0496
10,166.95,50.23,1,0,0.004
10,180.2,49.93,1,1,0.0201
10,164.76,48.6,1,1,0.0
10,164.93,49.15,1,1,0.0007
11,162.81,48.46,1,1,0.0
11,162.81,48.46,1,1,0.0
11,162.81,48.46,1,1,0.0
11,162.81,48.46,1,1,0.0
11,162.81,48.46,1,1,0.0
12,190.37,47.06,1,1,0.077
12,161.0,45.07,1,0,0.0025
12,194.86,59.84,0,0,0.0302
12,189.56,59.65,1,0,0.0384
12,160.74,46.08,1,0,0.0032
13,263.73,51.95,0,1,0.1326
13,183.09,50.51,1,1,0.0486
13,205.65,48.24,1,1,0.1137
13,162.81,48.46,1,1,0.0
13,162.81,48.46,1,1,0.0
14,162.81,48.46,1,1,0.0
14,162.81,48.46,1,1,0.0
14,162.81,48.46,1,1,0.0
14,162.81,48.46,1,1,0.0
14,162.81,48.46,1,1,0.0
15,168.06,49.95,1,1,0.0104
15,165.5,51.1,1,0,0.0046
15,162.96,49.02,1,0,0.0005
15,162.79,48.49,1,0,0.0015
15,162.8,48.5,1,0,0.0016
16,162.86,48.49,1,1,0.0002
16,162.79,48.49,1,1,0.0
16,162.78,48.39,1,0,0.0003
16,162.81,48.59,1,1,0.001
16,162.76,48.5,1,0,0.0001
17,164.18,46.13,0,1,0.0175
17,163.7,44.47,1,1,0.0278
17,146.76,42.0,0,0,0.0594
17,220.52,56.08,0,1,0.0734
17,160.1,47.79,1,1,0.0007
18,238.25,50.05,1,1,0.1511
18,189.75,56.81,0,1,0.038
18,204.93,55.07,0,1,0.073
18,179.56,54.76,0,1,0.0246
18,186.3,49.96,1,1,0.0593
19,156.46,45.27,1,0,0.0053
19,161.79,49.1,1,0,0.0005
19,161.56,47.86,1,1,0.0012
19,156.51,45.56,1,0,0.0021
19,160.1,47.79,1,1,0.0007
20,182.31,52.4,0,1,0.0467
20,211.38,52.84,1,1,0.1014
20,218.56,51.04,1,1,0.1274
20,185.26,52.83,0,1,0.0486
20,166.42,49.02,0,1,0.0127
21,228.5,55.92,1,1,0.0792
21,169.45,50.72,0,1,0.0133
21,165.4,52.35,1,0,0.0018
21,195.28,52.42,1,1,0.0754
21,162.79,48.31,1,1,0.0054
22,242.35,59.27,0,1,0.0565
22,197.04,49.5,1,1,0.0903
22,234.9,53.38,1,1,0.1127
22,194.73,61.56,0,0,0.0035
22,178.63,55.08,0,1,0.0216
23,153.32,44.44,0,0,0.0321
23,210.63,54.83,1,1,0.0844
23,183.05,50.53,0,1,0.0506
23,179.51,52.4,1,1,0.0401
23,179.58,54.85,0,1,0.0283
24,243.54,63.91,0,1,0.0391
24,197.19,61.21,1,1,0.051
24,179.62,54.93,1,1,0.0279
24,156.65,47.3,0,1,0.0034
24,173.39,53.58,0,1,0.0207
25,158.79,47.88,1,0,0.0023
25,158.79,47.88,1,0,0.0023
25,155.93,47.34,1,1,0.0023
25,155.1,46.79,1,1,0.0059
25,155.1,46.7,1,1,0.0069
26,174.6,60.58,0,0,0.0122
26,171.96,56.59,0,1,0.023
26,170.64,57.94,0,1,0.0113
26,173.27,59.97,0,1,0.007
26,169.34,54.74,0,1,0.0096
27,155.1,46.7,1,1,0.0026
27,154.62,46.88,1,1,0.0015
27,158.79,47.88,1,1,0.0
27,154.17,46.68,1,0,0.0012
27,158.79,47.88,1,1,0.0
28,154.17,46.68,1,1,0.0
28,154.17,46.68,1,1,0.0
28,154.17,46.68,1,1,0.0
28,154.17,46.68,1,1,0.0
28,154.17,46.68,1,1,0.0
29,154.17,46.68,1,1,0.0
29,154.17,46.68,1,1,0.0
29,154.62,46.88,1,1,0.0017
29,154.17,46.68,1,1,0.0
29,154.17,46.68,1,1,0.0
30,205.27,49.19,0,1,0.1141
30,333.52,61.47,1,1,0.2875
30,183.92,50.57,0,1,0.0542
30,155.73,48.1,0,0,0.0042
30,173.4,52.07,0,1,0.0249
31,159.96,48.86,0,1,0.0027
31,189.43,58.33,0,1,0.0468
31,168.09,51.29,0,1,0.0133
31,180.41,52.13,1,1,0.044
31,173.35,52.55,0,1,0.0249
32,176.09,57.82,0,1,0.0197
32,166.98,54.12,0,1,0.007
32,163.19,52.5,0,0,0.0043
32,182.32,52.41,0,1,0.0492
32,173.38,57.64,0,1,0.0165
33,195.72,58.63,1,1,0.0502
33,176.55,58.49,1,1,0.0212
33,189.78,62.5,0,1,0.0108
33,155.76,51.16,0,0,0.0166
33,216.96,59.22,1,1,0.0927
34,320.69,53.88,1,1,0.322
34,196.19,52.71,0,1,0.0876
34,165.86,47.3,0,1,0.027
34,155.56,49.14,0,0,0.0047
34,187.14,55.19,0,1,0.0586
35,228.74,62.9,1,1,0.0662
35,195.85,58.7,1,1,0.0502
35,174.04,54.51,1,1,0.0237
35,186.23,58.97,0,1,0.0348
35,194.45,57.55,1,1,0.0584
36,188.34,59.07,0,1,0.0357
36,184.75,56.17,0,1,0.0517
36,181.7,55.77,0,1,0.0435
36,208.47,57.07,0,1,0.0878
36,172.92,52.69,0,1,0.0267
37,231.89,60.7,1,1,0.0926
37,195.45,62.12,0,1,0.0237
37,178.19,51.95,0,1,0.0416
37,158.32,49.6,0,1,0.0005
37,156.93,49.57,0,0,0.0034
38,303.2,60.74,1,1,0.2369
38,250.69,66.49,1,1,0.0794
38,209.08,49.63,0,1,0.1299
38,192.47,65.01,0,1,0.0073
38,179.25,58.0,0,1,0.0298
39,301.22,70.48,0,1,0.2087
39,245.14,65.97,1,1,0.0677
39,189.62,61.85,0,1,0.0137
39,206.21,55.07,0,1,0.1007
39,173.42,57.35,0,1,0.0219
40,160.15,49.5,1,1,0.006
40,208.35,60.85,0,1,0.0622
40,176.53,54.29,1,1,0.0361
40,176.68,58.99,0,1,0.0205
40,168.11,53.85,1,1,0.0131
41,199.14,58.61,1,1,0.0613
41,231.8,59.92,1,1,0.101
41,173.35,59.59,0,1,0.0132
41,166.23,50.57,0,1,0.0172
41,164.31,48.42,1,1,0.0217
42,231.86,61.91,1,1,0.0745
42,189.69,63.09,0,1,0.0053
42,173.88,46.99,0,1,0.0509
42,179.43,54.09,0,1,0.0439
42,173.45,56.19,0,1,0.0208
43,392.58,64.64,1,1,0.4634
43,218.45,55.65,0,1,0.1324
43,173.57,55.34,0,1,0.0236
43,179.3,52.21,0,1,0.0455
43,173.38,58.17,0,1,0.0171
44,173.36,52.25,0,1,0.0313
44,173.36,52.25,0,1,0.0313
44,173.36,52.25,0,1,0.0313
44,173.36,52.25,0,1,0.0313
44,173.36,52.25,0,1,0.0313
45,160.01,52.63,0,0,0.0076
45,160.01,52.63,0,0,0.0076
45,160.01,52.63,0,0,0.0076
45,152.76,46.55,1,0,0.0003
45,160.01,52.63,0,0,0.0076
46,228.5,57.15,0,1,0.1298
46,195.08,52.98,0,1,0.091
46,166.36,48.42,1,1,0.0263
46,176.17,60.86,0,1,0.0123
46,173.37,59.0,0,1,0.0145
47,187.8,51.93,1,1,0.0761
47,228.26,60.39,1,1,0.1105
47,174.18,54.34,1,1,0.0321
47,192.79,53.49,0,1,0.0834
47,171.46,57.3,0,1,0.019
48,176.08,54.81,0,1,0.0354
48,189.78,56.07,0,1,0.0692
48,176.16,53.5,0,1,0.0411
48,205.84,53.67,0,1,0.1177
48,160.11,48.64,0,1,0.0103
49,185.37,50.23,0,1,0.0709
49,281.01,62.65,0,1,0.2146
49,218.37,52.3,0,1,0.1561
49,166.66,49.66,0,1,0.0222
49,160.09,49.84,0,1,0.0041
50,213.68,55.18,1,1,0.1319
50,294.21,67.62,1,1,0.2201
50,178.92,52.52,0,1,0.0523
50,197.48,53.76,0,1,0.0969
50,160.99,46.8,1,1,0.0219
51,209.62,48.04,1,1,0.1411
51,163.59,43.68,0,1,0.0436
51,153.64,39.28,1,1,0.0789
51,180.04,53.21,0,1,0.0526
51,168.31,51.48,0,1,0.0227
52,236.42,69.27,0,1,0.0836
52,179.51,61.06,1,1,0.0186
52,200.28,61.86,0,1,0.0586
52,192.99,55.69,0,1,0.079
52,174.66,57.5,1,1,0.0255
53,187.43,55.23,0,1,0.0664
53,211.62,50.52,1,1,0.1437
53,166.29,47.71,1,1,0.0299
53,174.12,53.74,0,1,0.0354
53,169.96,54.75,0,1,0.0231
54,158.81,52.51,0,0,0.0053
54,158.81,52.51,0,0,0.0053
54,158.81,52.51,0,0,0.0053
54,158.81,52.51,0,0,0.0053
54,158.81,52.51,0,0,0.0053
55,225.57,41.18,0,1,0.2076
55,188.84,51.31,0,1,0.0808
55,205.3,44.93,0,1,0.1394
55,225.23,65.95,0,1,0.0929
55,168.36,52.32,0,1,0.0237
56,187.16,56.98,0,1,0.0598
56,215.25,59.87,0,1,0.1042
56,176.16,62.07,0,1,0.0054
56,156.02,47.13,0,1,0.0119
56,177.3,50.86,0,1,0.0506
57,232.29,59.94,1,1,0.1435
57,189.78,68.94,0,0,0.0087
57,183.05,53.86,0,1,0.0594
57,173.47,59.76,0,1,0.0146
57,169.9,57.86,0,1,0.0078
58,175.98,62.57,0,1,0.0053
58,173.37,61.88,0,0,0.0037
58,160.22,53.74,0,0,0.0075
58,173.39,61.97,0,0,0.0046
58,173.13,59.21,0,1,0.0164
59,168.26,53.53,0,1,0.021
59,198.05,51.04,0,1,0.107
59,218.45,52.97,0,1,0.1507
