gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,333.34,54.51,1,0,20000.0
1,280.42,51.46,1,0,53027786.1126
1,250.83,54.53,1,0,82530002.4234
1,428.45,44.79,0,1,95585493.1462
1,353.52,54.36,1,1,20160558.028
2,227.28,53.11,1,0,23592772.1983
2,211.28,57.87,0,0,39690781.0455
2,287.3,57.96,1,0,36630940.4739
2,362.61,48.66,1,1,111934022.0844
2,270.02,57.26,0,0,19383214.3877
3,239.14,52.24,1,1,0.2669
3,262.6,55.47,1,0,0.2757
3,181.62,54.09,1,0,0.7871
3,323.83,52.66,1,1,1.2508
3,273.6,56.85,1,0,0.3232
4,197.3,54.64,1,0,0.2055
4,258.69,55.47,1,0,0.037
4,376.42,59.76,1,0,0.9631
4,166.32,53.08,0,0,0.2984
4,314.95,66.95,1,0,2.3377
5,227.94,52.85,1,1,0.2687
5,321.6,55.53,0,1,0.3192
5,248.08,55.92,1,0,0.0869
5,197.97,54.72,0,0,0.008
5,341.14,62.69,0,1,0.3851
6,197.3,54.64,1,1,0.0
6,197.3,54.64,1,1,0.0
6,197.3,54.64,1,1,0.0
6,197.3,54.64,1,1,0.0
6,197.3,54.64,1,1,0.0
7,218.23,53.57,1,1,0.1777
7,182.98,55.59,0,0,0.1171
7,234.96,56.81,0,0,0.1203
7,301.72,61.52,1,0,0.2972
7,244.5,55.9,1,0,0.0269
8,229.25,54.85,1,0,0.1405
8,234.02,54.84,1,0,0.1139
8,198.52,54.05,0,1,0.0468
8,339.55,59.44,0,1,0.3266
8,319.95,61.12,0,1,0.1402
9,203.66,53.17,0,1,0.1239
9,184.9,55.59,1,0,0.1188
9,244.5,55.9,1,1,0.0
9,248.08,55.92,1,1,0.0
9,269.15,60.93,0,0,0.2486
10,202.58,55.11,1,1,0.1378
10,167.58,50.82,0,0,0.2752
10,280.21,58.51,0,0,0.0682
10,307.04,64.84,1,0,0.1745
10,330.63,65.25,1,1,0.1769
11,213.06,55.12,1,1,0.2143
11,180.34,54.56,0,0,0.0378
11,255.91,57.52,0,0,0.1376
11,323.78,60.78,1,1,0.1752
11,287.36,60.95,1,0,0.1165
12,213.38,55.54,1,1,0.2136
12,178.78,54.36,0,0,0.0299
12,242.8,57.03,0,0,0.0888
12,234.93,56.81,0,0,0.1008
12,284.64,64.35,1,0,0.1723
13,213.06,55.14,1,1,0.2141
13,184.57,54.2,0,0,0.0237
13,274.21,55.33,0,1,0.1183
13,338.95,63.75,1,1,0.2539
13,314.95,66.95,1,1,0.0
14,213.06,55.12,1,1,0.2143
14,198.83,55.39,0,1,0.1056
14,286.42,57.53,0,1,0.1097
14,305.6,69.52,1,0,0.2118
14,314.95,66.95,1,1,0.0
15,215.99,51.03,1,1,0.3409
15,198.48,54.97,0,1,0.1167
15,284.64,64.35,1,1,0.0
15,305.6,69.52,1,1,0.0
15,336.45,62.61,1,1,0.4328
16,213.06,54.9,1,1,0.2315
16,184.9,55.59,1,1,0.0
16,284.64,64.35,1,1,0.0
16,305.6,69.52,1,1,0.0
16,237.59,55.99,0,0,0.056
17,214.7,55.85,1,0,0.2404
17,195.36,51.21,0,1,0.2171
17,284.64,64.35,1,1,0.0
17,340.29,56.48,1,1,0.5384
17,248.08,55.92,1,1,0.0
18,193.74,55.47,1,1,0.0717
18,196.0,54.9,0,1,0.1001
18,226.18,55.25,1,1,0.1004
18,255.7,56.37,0,0,0.068
18,273.6,56.85,1,1,0.0
19,198.98,54.66,0,1,0.1286
19,167.58,50.23,1,0,0.2746
19,248.08,55.92,1,1,0.0
19,287.47,63.03,0,1,0.0885
19,309.84,66.05,1,1,0.2275
20,178.61,52.0,1,0,0.1105
20,193.15,53.85,0,1,0.0845
20,194.61,54.09,1,1,0.0941
20,218.67,54.21,0,1,0.0898
20,339.55,59.44,0,1,0.4723
21,184.9,55.59,1,1,0.0
21,190.51,54.0,0,1,0.0646
21,198.2,54.59,0,1,0.1094
21,214.7,55.85,1,1,0.0
21,248.08,55.92,1,1,0.0
22,189.14,53.99,1,1,0.0547
22,198.83,55.39,0,1,0.1015
22,184.96,55.54,1,1,0.0026
22,204.22,55.9,1,0,0.076
22,239.94,56.15,1,0,0.0355
23,184.9,55.59,1,1,0.0
23,198.78,54.36,0,1,0.089
23,239.62,55.7,1,1,0.0234
23,208.5,56.06,1,0,0.0321
23,242.16,53.86,1,1,0.1198
24,184.9,55.59,1,1,0.0
24,198.52,54.86,0,1,0.0679
24,184.9,55.59,1,1,0.0
24,184.9,55.59,1,1,0.0
24,184.9,55.59,1,1,0.0
25,184.9,55.59,1,1,0.0
25,184.9,55.59,1,1,0.0
25,184.9,55.59,1,1,0.0
25,184.9,55.59,1,1,0.0
25,184.9,55.59,1,1,0.0
26,184.9,55.59,1,1,0.0
26,184.9,55.59,1,1,0.0
26,184.9,55.59,1,1,0.0
26,184.9,55.59,1,1,0.0
26,184.9,55.59,1,1,0.0
27,184.9,55.59,1,1,0.0
27,235.07,58.12,1,0,0.108
27,167.58,50.23,1,1,0.0
27,195.18,58.89,0,0,0.1683
27,198.52,54.92,1,1,0.0655
28,214.39,54.44,1,1,0.0942
28,196.95,52.37,0,1,0.1343
28,222.5,54.65,1,1,0.125
28,411.55,51.31,0,1,1.1413
28,265.15,56.02,0,1,0.2436
29,184.9,55.59,1,1,0.0
29,167.58,50.23,1,1,0.0
29,184.9,55.59,1,1,0.0
29,287.15,55.9,1,1,0.3945
29,235.07,55.41,1,1,0.1405
30,248.76,53.53,1,1,0.2578
30,195.69,54.73,0,1,0.0866
30,184.9,55.59,1,1,0.0
30,178.61,52.0,1,1,0.0
30,181.62,54.09,1,1,0.0
31,219.48,53.21,1,1,0.1678
31,170.41,50.92,1,0,0.0412
31,222.18,53.05,1,1,0.1849
31,271.38,57.32,1,1,0.2663
31,388.75,59.93,0,1,0.7811
32,241.03,54.08,0,1,0.2138
32,198.52,54.86,0,1,0.0679
32,248.72,52.29,1,1,0.318
32,219.66,52.57,0,1,0.1982
32,310.89,53.61,1,1,0.5884
33,181.56,52.95,1,0,0.0537
