PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
97.301,0.0,110.8,694.383,1141.4,115.136,0.602,2.503,0.74,11.968,137.25,47.67
131.087,54.647,289.228,807.87,954.133,131.672,0.002,0.994,2.348,20.885,237.29,95.63
97.301,10.345,242.425,803.274,1006.131,107.265,0.002,0.028,1.732,21.072,175.18,62.35
98.64,75.74,96.553,719.951,1110.323,122.29,0.034,0.814,4.997,14.476,159.69,60.1
113.053,55.664,287.578,805.993,950.671,129.372,0.0,0.889,2.258,20.842,218.27,84.67
112.125,40.53,312.197,777.99,922.422,129.544,0.0,0.518,2.082,20.726,218.66,93.26
125.517,65.439,288.141,804.723,945.193,127.512,0.0,0.94,1.815,19.415,234.66,94.69
113.053,68.402,287.578,805.993,950.671,129.372,0.0,0.895,2.258,20.842,222.45,94.49
97.301,14.224,122.311,726.491,1112.151,125.0,0.517,1.011,4.11,12.389,144.93,52.78
104.459,38.536,286.232,790.07,922.393,125.979,0.0,0.903,2.097,22.517,203.15,75.24
99.265,30.1,288.187,794.201,1007.194,106.771,0.006,0.397,1.75,20.551,195.78,71.8
98.048,43.704,244.463,792.492,1010.477,101.489,0.001,0.0,1.785,21.003,187.43,67.47
104.669,33.76,294.206,752.444,917.796,123.565,0.05,0.606,2.021,20.432,203.79,78.91
105.227,38.749,298.411,776.958,937.743,125.979,0.0,0.903,2.106,20.938,207.26,80.8
97.301,8.985,148.155,675.156,1133.11,125.0,0.51,1.436,3.958,12.163,149.98,53.08
111.366,38.919,300.269,777.633,922.393,130.469,0.063,0.812,1.637,20.854,214.18,83.18
97.301,30.1,266.58,794.201,1007.194,106.931,0.007,0.397,1.75,21.121,188.01,69.31
97.685,34.376,265.635,787.736,967.936,109.157,0.007,0.315,1.745,20.847,189.41,70.45
97.301,17.386,245.346,807.174,1015.223,99.586,0.0,0.263,1.758,20.036,178.3,65.78
104.155,30.937,293.541,776.383,922.017,129.495,0.138,0.491,2.111,20.825,202.23,72.22
111.255,39.004,293.5,775.79,922.393,129.483,0.0,0.817,2.098,20.831,212.3,81.77
97.666,21.731,254.149,807.031,1012.1,106.413,0.0,0.003,1.322,21.814,182.42,66.53
97.849,75.392,72.791,718.613,1108.0,120.557,0.038,0.791,4.946,11.961,152.46,56.81
97.301,0.0,122.311,726.491,1112.151,125.0,0.517,1.344,4.11,12.389,140.27,52.23
97.301,67.709,83.493,717.362,1116.3,128.155,0.0,1.365,5.0,14.965,152.22,55.02
97.666,22.931,256.939,807.281,1012.1,106.413,0.0,0.061,1.322,22.047,183.55,66.85
104.559,29.981,294.198,757.03,914.952,124.524,0.048,0.587,2.02,20.432,202.43,74.3
97.301,40.476,273.253,811.407,1018.816,108.01,0.0,0.47,1.765,21.049,193.27,70.7
98.44,76.702,89.275,718.103,1104.528,123.163,0.039,0.783,4.943,13.592,157.85,58.59
111.082,40.091,308.234,799.215,928.969,129.429,0.0,0.819,2.123,21.424,216.45,83.93
97.301,0.0,111.96,726.5,1109.956,124.522,0.523,1.297,4.212,11.728,137.52,50.18
112.537,67.789,286.521,805.993,957.805,132.243,0.0,0.908,2.343,20.914,221.45,94.14
97.301,14.034,245.392,807.221,1015.223,100.123,0.0,0.077,1.758,20.12,177.21,65.12
98.372,72.753,86.468,718.103,1107.773,123.163,0.039,0.789,5.033,13.796,155.75,57.61
97.301,0.0,115.708,726.957,1121.1,124.934,0.517,1.344,4.164,12.389,138.56,50.52
97.301,0.0,111.149,693.986,1136.108,117.587,0.609,2.4,0.707,11.968,137.32,48.16
105.413,39.577,293.51,773.465,921.943,126.113,0.0,0.469,2.087,20.83,206.36,80.27
97.301,0.0,119.522,722.746,1112.151,124.375,0.523,1.286,4.11,12.156,139.52,51.92
98.625,72.987,93.691,717.477,1108.35,117.107,0.035,0.802,5.159,14.993,158.0,59.68
98.372,71.45,86.468,718.103,1094.385,123.163,0.036,0.785,5.033,13.796,155.27,57.09
111.255,38.919,293.703,777.633,922.393,129.483,0.0,0.81,2.093,20.83,212.33,81.96
101.606,32.201,271.532,811.407,1020.899,107.862,0.002,0.47,1.71,21.494,194.62,71.13
104.202,30.937,294.099,778.156,920.631,129.495,0.138,0.491,2.091,20.808,202.42,72.41
112.125,40.888,312.749,777.61,921.491,129.542,0.0,0.463,2.091,20.726,218.91,93.31
97.301,12.439,242.425,807.4,1006.131,106.678,0.0,0.0,1.745,20.114,175.87,63.77
105.227,38.749,286.232,776.958,922.393,125.979,0.0,0.903,2.097,20.938,203.99,79.75
97.301,14.034,242.368,807.032,1016.22,108.042,0.0,0.059,1.742,20.12,176.42,63.85
98.195,76.342,67.293,702.064,1094.779,122.791,0.083,0.782,4.852,12.982,151.59,53.85
98.19,76.342,67.293,700.612,1094.685,123.053,0.081,1.044,4.852,12.982,151.58,53.58
112.631,56.355,286.186,805.993,950.671,129.372,0.0,0.629,2.275,20.877,217.69,84.46
