experiment,HV_hybrid,HV_nsga,HV_ratio,GD,IGD,spread,n_pareto,n_nsga,llm_calls,parse_fails,repeat
nsga2_only,22729.8657,23858.8404,0.9527,1.497679,3.050824,0.7819,100,98,0,0,1
nsga2_only,21474.0844,23858.8404,0.9,6.916301,3.898807,2.6271,100,98,0,0,2
nsga2_only,22006.7008,23858.8404,0.9224,0.980168,4.190581,0.6326,100,98,0,0,3
nsga2_only,22183.9107,23858.8404,0.9298,2.879471,3.788321,0.8796,100,98,0,0,4
nsga2_only,23466.5547,23858.8404,0.9836,2.478,2.589504,0.8974,100,98,0,0,5
