PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
173.123,31.375,289.802,813.181,977.667,130.353,0.0,3.377,2.366,0.0,273.96,97.3
97.301,0.0,192.505,774.947,1001.791,115.747,0.041,3.529,1.746,0.0,158.51,49.89
108.021,44.336,302.444,726.751,979.49,123.311,0.009,3.46,2.647,0.003,213.11,88.74
106.477,43.067,300.773,760.739,1006.753,127.821,0.008,3.51,2.441,0.005,210.82,82.18
113.643,39.238,322.354,796.65,938.521,128.684,0.068,3.508,2.369,0.0,222.61,94.03
154.902,30.973,288.048,813.748,978.026,131.74,0.051,3.854,2.373,0.0,254.28,95.67
167.17,19.714,285.78,820.678,997.695,130.343,0.05,3.874,2.395,0.251,262.93,96.48
97.351,24.976,273.262,754.494,1010.463,117.771,0.027,3.56,2.503,0.0,188.06,68.64
97.315,0.0,225.609,737.432,1077.565,90.775,0.063,3.519,1.913,2.376,167.45,60.99
126.081,44.678,308.744,810.863,948.362,128.088,0.037,3.55,2.38,0.351,233.91,94.2
109.897,39.071,316.829,794.225,938.406,125.238,0.068,3.521,2.371,0.009,217.17,92.15
104.441,37.7,296.184,761.638,983.054,128.016,0.012,2.591,2.368,0.36,205.63,80.19
145.178,2.138,317.425,820.048,973.355,132.723,0.004,3.896,2.236,0.023,242.38,94.35
171.436,19.719,288.037,813.75,979.529,130.533,0.055,3.855,2.408,0.084,267.91,96.98
100.17,24.802,290.116,813.501,990.164,120.0,0.0,3.59,2.551,0.377,195.48,72.91
106.484,36.746,300.773,760.424,1006.459,127.821,0.0,3.511,2.445,0.153,208.75,81.37
111.401,42.649,302.596,764.854,963.626,126.951,0.008,3.517,2.426,0.361,216.18,90.83
112.362,39.712,317.246,794.691,938.092,128.411,0.067,3.518,2.369,0.0,220.07,93.73
97.332,11.523,269.246,723.714,1011.646,103.374,0.028,3.848,2.637,0.38,182.49,66.41
98.324,20.664,288.464,807.437,1018.771,112.782,0.0,3.618,2.526,0.346,191.84,72.58
97.301,0.0,212.1,781.662,1094.332,105.335,0.056,3.615,2.113,1.279,164.05,56.98
102.982,24.673,299.286,745.987,1001.189,118.67,0.01,3.544,2.619,0.031,200.67,75.8
126.081,46.534,308.744,810.863,946.693,128.081,0.037,3.549,2.384,0.381,234.51,94.34
151.456,31.216,288.048,813.748,978.026,130.145,0.05,3.854,2.373,0.0,250.74,95.34
98.094,5.325,241.524,768.164,985.883,103.14,0.041,3.248,2.906,0.0,173.96,62.87
97.301,0.0,216.736,781.662,1094.332,105.302,0.059,3.615,2.113,1.279,165.27,58.71
97.301,0.0,198.462,699.062,1097.657,121.811,0.278,3.606,2.092,0.456,160.24,51.79
148.8,0.0,326.573,820.509,985.586,129.027,0.001,3.48,2.184,0.258,247.94,94.72
97.301,20.246,287.465,806.359,991.067,115.405,0.0,3.535,2.523,0.343,190.27,71.23
98.109,11.787,242.675,822.401,992.281,101.142,0.042,3.516,2.12,0.467,176.56,64.47
97.811,0.0,199.829,676.254,1102.234,118.966,0.063,3.583,1.778,0.49,161.1,54.9
98.097,25.705,241.524,767.075,985.992,100.64,0.042,3.514,1.813,0.0,180.64,64.85
108.71,45.464,302.444,733.121,979.064,123.343,0.01,3.46,2.461,0.003,214.21,89.25
104.037,32.949,298.602,746.617,1001.74,119.65,0.005,3.554,2.622,0.0,204.32,78.74
97.973,9.0,241.524,768.115,985.545,101.256,0.042,3.517,1.872,0.0,175.03,64.06
99.649,0.021,225.752,737.758,1077.565,90.775,0.063,3.518,1.921,2.438,169.94,62.16
144.976,2.185,327.66,820.509,985.586,129.026,0.0,3.481,2.184,0.003,244.93,94.45
97.301,20.846,268.687,723.714,1011.646,101.443,0.028,3.836,2.637,0.38,185.37,67.86
101.143,26.383,299.28,813.501,987.02,118.63,0.0,3.59,2.515,0.375,199.43,73.99
97.301,0.0,194.265,774.727,1001.562,116.069,0.041,3.528,1.737,0.0,158.98,50.24
168.417,19.737,288.111,813.747,979.529,130.327,0.051,3.873,2.408,0.084,264.78,96.79
104.273,23.484,298.968,738.702,997.91,118.676,0.012,3.546,2.794,0.023,201.52,76.76
104.538,23.518,299.269,744.837,1001.499,122.177,0.0,3.906,2.83,0.0,201.92,77.83
101.143,26.383,297.189,813.501,987.345,118.63,0.0,3.59,2.515,0.375,198.88,73.92
99.442,0.0,230.47,738.535,1073.523,90.915,0.062,3.519,1.922,2.413,170.95,62.21
97.332,11.523,269.246,721.244,1011.646,103.374,0.028,3.848,1.908,0.38,182.48,64.99
97.301,20.246,287.465,806.359,991.067,115.405,0.0,3.535,2.523,0.343,190.27,71.23
97.301,0.0,215.28,779.547,1104.729,105.302,0.06,3.615,2.105,1.246,164.92,58.63
97.722,0.0,198.955,731.818,1114.569,122.043,0.13,3.604,2.081,0.468,160.96,53.31
103.494,24.673,305.694,745.987,1001.189,117.736,0.009,3.545,2.62,0.032,202.9,78.62
