PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
136.047,42.849,266.702,744.796,1019.627,118.522,11.062,4.591,52.843,157.884,232.75,70.87
98.055,0.0,58.7,473.453,957.92,107.039,0.0,49.902,73.173,327.899,123.03,46.65
136.047,42.849,266.702,744.796,1019.627,118.522,11.062,4.591,52.843,157.884,232.75,70.87
117.804,47.854,264.914,688.508,940.714,115.847,10.336,4.366,73.21,258.345,214.36,68.04
101.396,52.77,271.941,675.724,1016.835,144.105,15.155,9.84,71.987,254.21,200.88,67.98
97.843,37.585,265.397,730.871,907.842,115.819,15.423,4.151,30.834,288.554,190.19,65.78
97.301,0.0,65.0,473.5,1000.0,90.775,0.0,70.0,70.0,300.0,124.06,48.71
98.307,21.006,256.592,669.777,1015.471,116.852,12.28,10.256,52.407,287.072,183.15,65.52
98.055,0.0,68.046,473.453,1071.25,92.531,0.0,63.448,73.304,335.233,125.92,50.52
131.15,43.152,265.849,735.785,1011.465,118.803,9.535,5.151,53.496,167.858,227.44,68.97
98.257,18.298,72.071,479.865,1152.505,106.349,0.645,51.814,69.886,328.425,133.51,52.41
97.677,40.005,60.138,729.69,1103.437,112.057,0.684,29.568,68.875,356.03,137.34,53.06
98.25,8.578,265.838,669.461,1013.482,118.167,17.282,9.884,52.82,287.66,181.45,65.13
98.055,0.0,68.046,475.937,957.92,92.76,0.0,58.167,73.178,327.899,125.51,49.08
133.486,43.78,267.285,746.332,1019.871,118.684,11.062,4.591,52.758,184.289,230.53,70.43
98.25,9.019,259.616,672.255,1013.482,116.894,17.282,6.024,52.394,288.462,179.96,64.2
97.666,61.881,163.944,685.195,1014.662,117.122,0.664,20.563,69.546,332.647,171.47,59.12
128.22,34.008,265.068,667.225,1006.882,118.557,12.244,6.204,53.494,169.014,220.97,68.96
97.619,42.027,145.876,670.82,1002.73,117.759,0.309,29.089,68.188,341.731,160.06,56.87
133.062,43.213,265.849,735.804,1011.294,118.822,9.268,4.82,53.496,172.319,229.46,69.37
97.843,37.61,268.296,730.761,903.381,117.357,15.556,5.995,30.45,288.554,190.95,66.82
98.049,0.094,84.601,473.453,1101.221,92.718,0.0,59.325,73.2,327.899,130.43,51.98
97.687,40.981,60.145,730.812,1101.711,111.96,0.694,27.91,68.728,366.098,137.67,53.17
97.641,40.999,64.53,738.014,1109.475,115.713,0.714,18.599,76.29,355.102,138.83,54.08
97.308,3.508,253.943,670.871,1009.481,115.754,16.877,10.238,70.743,283.631,175.65,59.18
97.663,62.045,159.756,685.203,1009.517,117.229,0.243,28.586,70.069,310.51,170.39,58.84
