gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,289.64,50.1,1,0,0.0148
1,322.99,52.13,1,1,0.0315
1,274.45,55.95,1,0,0.0771
1,209.61,51.27,0,0,0.2302
1,305.84,50.57,1,1,0.0334
2,267.32,53.06,1,0,0.038
2,311.69,48.38,1,1,0.1329
2,289.27,53.36,1,1,0.05
2,240.66,48.31,0,0,0.1264
2,259.81,51.67,1,0,0.0627
3,356.43,59.75,1,0,0.0676
3,211.62,48.58,0,0,0.1364
3,304.55,52.75,1,1,0.0899
3,294.69,54.52,1,1,0.0577
3,284.74,52.35,1,1,0.0483
4,328.96,54.96,1,1,0.0502
4,328.96,54.96,1,1,0.0502
4,310.95,56.63,1,0,0.0648
4,274.45,55.95,1,1,0.0
4,270.23,51.89,1,1,0.0286
5,328.77,52.78,1,1,0.0743
5,190.07,55.5,0,0,0.1238
5,313.87,56.56,1,1,0.0388
5,263.68,53.37,1,1,0.045
5,230.45,50.73,1,0,0.0474
6,303.39,59.71,1,0,0.0131
6,259.97,53.3,1,1,0.0391
6,240.43,51.9,1,0,0.0303
6,223.43,48.69,1,0,0.0047
6,227.6,49.07,1,0,0.0168
7,267.06,56.18,1,0,0.0434
7,295.01,54.2,1,1,0.0794
7,274.53,53.84,1,1,0.0652
7,218.01,48.72,0,0,0.0073
7,240.04,51.06,1,1,0.0452
8,228.43,53.93,1,0,0.0002
8,228.44,53.92,1,0,0.0001
8,232.35,52.95,1,1,0.012
8,219.85,50.03,1,0,0.0097
8,224.31,51.93,1,0,0.0085
9,268.13,55.68,1,1,0.0468
9,179.37,48.81,1,0,0.0607
9,221.96,51.6,1,0,0.0011
9,229.44,52.73,1,1,0.0136
9,206.36,49.8,1,0,0.0094
10,227.29,54.2,1,0,0.0044
10,232.98,51.83,1,1,0.0262
10,242.94,53.66,1,1,0.0197
10,201.47,52.04,0,0,0.0286
10,214.7,48.17,1,1,0.0288
11,211.76,48.19,1,1,0.0234
11,238.45,52.77,1,1,0.0345
11,222.18,51.9,1,1,0.0116
11,188.17,53.08,1,0,0.0485
11,195.49,46.55,1,1,0.0472
12,170.67,49.62,0,0,0.01
12,253.49,55.57,1,1,0.0119
12,222.05,53.08,1,1,0.0124
12,219.56,54.09,1,0,0.0126
12,200.2,45.47,1,1,0.0717
13,265.78,52.88,0,1,0.0459
13,196.96,50.1,1,1,0.041
13,232.61,52.67,1,1,0.0325
13,209.08,53.52,1,0,0.0294
13,222.17,49.65,0,1,0.0506
14,506.72,59.41,1,1,0.4646
14,222.05,51.54,1,1,0.084
14,379.12,59.31,1,1,0.1377
14,170.3,51.68,1,0,0.0135
14,184.57,48.54,1,1,0.0311
15,170.3,51.68,1,1,0.0
15,170.3,51.68,1,1,0.0
15,170.3,51.68,1,1,0.0
15,170.3,51.68,1,1,0.0
15,170.3,51.68,1,1,0.0
16,170.12,51.74,1,0,0.0008
16,170.12,51.74,1,0,0.0008
16,170.12,51.74,1,0,0.0008
16,170.12,51.74,1,0,0.0008
16,170.12,51.74,1,0,0.0008
17,170.11,51.67,1,1,0.0008
17,274.47,57.73,1,1,0.0181
17,156.5,53.02,0,0,0.0392
17,170.1,52.64,1,0,0.0066
17,170.1,51.64,1,1,0.0011
18,170.1,52.64,1,1,0.0
18,183.76,54.71,1,1,0.0057
18,181.78,54.93,1,0,0.0001
18,158.4,47.93,0,0,0.0411
18,183.76,54.71,1,1,0.0057
19,181.78,54.93,1,1,0.0
19,186.63,54.16,1,1,0.0096
19,186.46,55.06,1,0,0.0006
19,169.67,49.08,0,1,0.0515
19,168.32,54.56,1,0,0.0146
20,253.47,58.62,1,1,0.0064
20,256.02,58.57,1,1,0.0084
20,155.98,46.27,0,0,0.0745
20,189.59,49.39,1,1,0.0723
20,179.97,48.3,1,1,0.077
21,260.61,57.6,1,1,0.025
21,242.6,55.13,1,1,0.0153
21,256.03,57.68,1,1,0.0175
21,195.35,50.29,1,1,0.0735
21,178.99,48.39,1,1,0.0743
22,362.83,60.24,1,1,0.1198
22,221.87,56.33,1,0,0.044
22,155.51,49.71,1,0,0.0044
22,178.74,47.84,1,1,0.0665
22,158.83,54.41,1,0,0.0169
23,242.76,58.32,1,0,0.0067
23,242.72,58.44,1,0,0.0064
23,221.87,56.33,1,1,0.0
23,161.69,56.86,1,0,0.0228
23,160.11,52.48,1,1,0.022
24,253.87,52.98,1,1,0.0652
24,223.2,51.24,1,1,0.0731
24,242.72,58.44,1,1,0.0
24,156.96,48.26,0,1,0.0148
24,182.64,55.62,1,1,0.059
25,181.46,55.2,1,1,0.047
25,172.14,55.25,1,1,0.0267
25,162.3,51.62,1,1,0.0172
25,169.37,52.49,0,1,0.0361
25,186.25,54.5,1,1,0.0623
26,395.05,60.98,0,1,0.2861
26,337.01,71.46,1,1,0.1056
26,263.55,61.72,1,0,0.018
26,144.66,50.03,1,0,0.0235
26,155.03,52.93,1,0,0.0196
27,150.94,52.12,0,0,0.0104
27,150.94,52.12,0,0,0.0104
27,150.94,52.12,0,0,0.0104
27,150.94,52.12,0,0,0.0104
27,150.94,52.12,0,0,0.0104
28,183.23,55.19,0,1,0.0607
28,164.0,54.31,1,1,0.0143
28,161.73,57.67,1,0,0.0091
28,144.66,48.66,1,1,0.0154
28,149.01,53.1,1,0,0.0104
29,150.61,48.12,0,1,0.0278
29,153.62,56.56,0,0,0.0158
29,144.66,50.03,1,1,0.0014
29,156.96,47.22,0,1,0.0472
29,150.56,52.8,0,1,0.0054
30,376.61,58.0,0,1,0.3098
30,415.49,61.11,0,1,0.3982
30,254.45,49.54,1,1,0.1197
30,155.48,47.69,0,1,0.0425
30,141.74,49.88,1,1,0.0024
31,182.89,56.5,1,1,0.0541
31,252.13,54.34,1,1,0.0719
31,209.04,55.17,1,1,0.0877
31,176.53,49.78,0,1,0.0752
31,158.81,58.39,0,0,0.0084
32,141.38,48.75,0,0,0.005
32,143.67,49.86,1,1,0.005
32,143.02,49.84,1,1,0.0042
32,146.25,52.32,0,1,0.0049
32,142.88,49.83,1,1,0.004
33,141.7,49.29,1,0,0.0011
33,141.7,49.29,1,0,0.0011
33,141.7,49.29,1,0,0.0011
33,141.7,49.29,1,0,0.0011
33,141.7,49.29,1,0,0.0011
34,372.8,47.87,1,1,0.3861
34,156.96,48.26,0,1,0.044
34,263.83,56.95,1,1,0.0774
34,164.93,47.41,0,1,0.0677
34,141.68,49.46,1,1,0.0001
35,141.71,49.95,1,0,0.0016
35,141.71,49.95,1,0,0.0016
35,141.71,49.95,1,0,0.0016
35,141.71,49.95,1,0,0.0016
35,141.71,49.95,1,0,0.0016
36,284.29,45.76,1,1,0.2184
36,457.26,58.63,1,1,0.6049
36,248.31,43.16,1,1,0.2065
36,155.48,47.69,0,1,0.0428
36,190.67,55.15,0,1,0.0818
37,146.0,53.37,1,1,0.0081
37,146.0,51.45,1,1,0.0129
37,147.87,55.23,1,1,0.0089
37,146.0,52.8,1,1,0.0042
37,146.0,53.37,1,1,0.0081
38,141.77,50.58,1,1,0.0017
38,141.77,50.58,1,1,0.0017
38,141.77,50.58,1,1,0.0017
38,141.77,50.58,1,1,0.0017
38,143.53,54.26,1,0,0.003
39,141.77,51.48,1,0,0.0002
39,141.77,51.48,1,0,0.0002
39,141.77,51.48,1,0,0.0002
39,141.77,51.48,1,0,0.0002
39,141.77,51.48,1,0,0.0002
40,544.99,47.55,0,1,0.9114
40,520.59,49.91,0,1,0.8396
40,421.79,48.4,0,1,0.5875
40,141.77,51.48,1,1,0.0
40,207.48,52.6,1,1,0.0837
41,141.75,51.48,1,1,0.0
41,143.4,54.26,1,1,0.0087
41,144.73,56.44,1,0,0.0011
41,141.66,50.71,1,1,0.0001
41,143.01,52.87,1,1,0.0084
42,247.61,50.78,0,1,0.1448
42,205.1,51.89,0,1,0.0925
42,144.73,56.44,1,1,0.0
42,141.61,49.95,1,0,0.0
42,142.56,52.53,1,1,0.0119
43,363.67,49.82,0,1,0.434
43,477.12,61.74,1,1,0.6632
43,314.41,47.56,0,1,0.3165
43,161.24,47.7,0,1,0.0594
43,141.75,51.48,1,1,0.0
44,415.1,56.42,1,1,0.5328
44,141.8,51.93,1,1,0.0012
44,365.66,51.71,1,1,0.4351
44,141.56,50.71,1,1,0.0
44,142.02,52.81,1,1,0.0087
45,141.64,50.71,1,1,0.0002
