gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,195.39,62.55,0,0,0.0743
1,212.26,68.16,0,0,0.0285
1,245.01,70.65,1,0,0.0893
1,399.68,62.51,0,1,0.4979
1,225.58,68.2,1,0,0.031
2,219.67,66.32,1,0,0.0037
2,209.85,66.38,1,0,0.0232
2,230.56,68.3,1,0,0.0137
2,245.01,70.65,1,1,0.0
2,268.8,67.07,1,1,0.0766
3,216.93,67.37,1,0,0.0097
3,299.56,67.97,1,1,0.1502
3,225.58,68.2,1,1,0.0
3,245.01,70.65,1,1,0.0
3,208.48,59.13,0,0,0.0818
4,210.17,65.87,1,1,0.0058
4,239.22,75.31,1,0,0.0323
4,234.53,68.64,1,1,0.0107
4,245.01,70.65,1,1,0.0
4,239.77,69.15,1,0,0.0067
5,216.33,66.15,1,1,0.0083
5,212.8,66.32,1,1,0.0073
5,208.59,62.23,0,1,0.0316
5,234.84,63.29,0,1,0.0624
5,275.21,58.37,0,1,0.1689
6,207.25,67.26,1,0,0.0084
6,205.3,66.62,1,0,0.0084
6,213.65,65.51,1,1,0.0145
6,224.28,69.19,1,0,0.0093
6,215.11,67.14,1,1,0.001
7,224.57,68.96,1,1,0.0027
7,223.71,69.21,0,0,0.0016
7,228.1,70.88,1,1,0.0042
7,224.44,70.12,0,0,0.0092
7,226.38,67.47,0,1,0.0202
8,207.41,67.18,1,1,0.001
8,220.11,64.77,0,1,0.0385
8,219.04,69.57,1,0,0.0071
8,228.62,74.3,1,0,0.0299
8,215.15,69.91,1,0,0.0151
9,204.27,66.64,1,0,0.0028
9,179.86,53.49,0,0,0.1177
9,244.64,60.6,1,1,0.1195
9,213.8,67.7,1,0,0.0146
9,196.38,64.06,1,0,0.0117
10,192.43,62.66,1,0,0.0088
10,193.06,56.39,0,1,0.0415
10,364.35,66.26,0,1,0.3556
10,207.25,67.26,1,1,0.0016
10,236.61,76.8,1,0,0.0139
11,191.37,62.52,1,0,0.0033
11,190.21,61.17,1,0,0.0179
11,192.43,62.75,1,0,0.001
11,206.84,64.39,1,1,0.0117
11,217.98,66.17,1,1,0.0332
12,194.44,62.22,1,1,0.0081
12,184.18,57.89,1,1,0.0068
12,197.71,65.1,1,0,0.0109
12,225.5,69.83,0,1,0.0282
12,206.18,64.65,1,1,0.0092
13,190.42,62.34,1,0,0.0033
13,186.45,55.52,0,1,0.0341
13,192.43,62.75,1,1,0.0
13,199.64,64.07,1,1,0.0128
13,192.42,62.02,1,1,0.0063
14,194.44,62.22,1,1,0.0111
14,208.82,57.0,0,1,0.0644
14,192.32,63.93,0,0,0.0016
14,193.01,62.77,1,1,0.0052
14,193.34,67.41,0,0,0.0248
15,181.04,58.21,1,0,0.0024
15,221.53,57.58,0,1,0.1006
15,194.86,67.5,1,0,0.0205
15,192.39,64.53,1,0,0.0043
15,192.42,62.02,1,1,0.0066
16,184.18,58.75,1,0,0.001
16,181.04,58.21,1,1,0.0
16,194.83,66.89,1,0,0.0029
16,190.34,64.2,0,0,0.0067
16,198.11,67.22,0,1,0.0094
17,181.04,58.21,1,1,0.0
17,181.04,58.21,1,1,0.0
17,181.04,58.21,1,1,0.0
17,181.04,58.21,1,1,0.0
17,181.04,58.21,1,1,0.0
18,181.04,58.21,1,1,0.0
18,243.46,62.08,0,1,0.1313
18,243.46,62.45,0,1,0.1292
18,399.68,61.55,1,1,0.5164
18,185.84,58.39,0,1,0.0133
19,181.04,58.21,1,1,0.0
19,181.04,58.21,1,1,0.0
19,304.16,54.17,1,1,0.3236
19,266.89,54.71,1,1,0.2294
19,204.7,57.9,0,1,0.0625
20,197.79,55.72,1,1,0.0526
20,243.46,62.49,0,1,0.1361
20,386.05,54.08,0,1,0.511
20,242.29,63.27,1,1,0.1285
20,468.0,52.92,0,1,0.7189
21,179.62,50.89,1,1,0.0374
21,195.19,60.96,0,1,0.029
21,195.43,54.95,0,1,0.0512
21,189.6,53.27,1,1,0.0413
21,190.37,59.01,1,1,0.0223
22,176.84,57.02,1,0,0.0127
22,181.04,58.21,1,1,0.0
22,175.86,50.36,0,1,0.0407
22,231.81,54.29,1,1,0.1458
22,169.3,47.81,1,0,0.0708
23,166.97,45.82,1,0,0.0233
23,182.31,55.76,0,1,0.0206
23,174.65,54.29,1,0,0.0031
23,173.19,56.58,0,0,0.0112
23,163.25,47.16,0,0,0.0181
