PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
177.868,37.214,279.275,798.79,966.561,131.267,0.788,1.005,2.408,0.352,277.99,100.83
97.301,1.279,109.088,719.646,1113.537,119.802,0.621,1.013,4.123,6.089,137.18,52.86
105.419,52.02,286.592,804.297,952.72,131.025,0.832,0.758,2.467,0.027,208.82,84.81
106.039,53.63,290.842,747.606,941.089,130.731,0.783,1.132,2.888,0.244,210.93,93.0
97.301,24.645,287.248,747.378,884.811,125.058,0.81,0.99,2.426,0.353,191.11,73.57
97.301,23.342,288.931,715.553,921.275,118.424,0.782,1.117,2.803,6.121,191.17,76.15
97.301,13.01,264.435,753.488,965.779,109.661,0.795,0.962,3.797,0.128,181.58,67.14
101.084,33.499,289.382,748.604,909.117,128.29,0.783,1.111,3.369,0.0,198.63,81.18
99.065,33.091,286.07,750.807,912.869,127.584,0.781,1.111,3.927,0.148,195.53,79.75
97.301,18.587,288.319,747.923,916.937,117.452,0.827,0.99,2.509,4.787,189.52,71.46
139.637,44.709,280.517,799.69,975.04,130.49,0.821,1.009,2.534,0.0,240.75,98.09
97.301,13.938,107.704,717.647,1109.327,115.961,0.677,0.009,4.095,4.708,140.95,54.11
97.301,0.0,164.26,739.951,1137.33,91.253,0.812,0.615,2.971,0.602,151.47,56.08
107.179,54.358,288.947,781.564,937.194,132.131,0.859,1.121,2.467,0.0,211.94,94.77
97.672,5.25,246.871,788.163,967.119,104.95,0.831,1.142,2.94,2.509,174.88,66.53
101.535,41.605,288.225,749.467,905.385,131.313,0.818,1.213,2.398,0.0,201.45,83.61
167.821,48.1,267.076,798.76,960.347,128.633,0.788,0.998,2.498,0.002,267.79,100.48
120.285,52.593,286.42,799.748,964.516,129.66,0.841,1.004,2.482,0.08,224.57,97.52
177.517,35.41,270.645,799.477,967.42,130.776,0.788,1.0,2.407,0.029,274.76,100.54
104.365,52.145,286.444,803.328,953.056,128.236,0.832,0.591,2.499,0.0,207.71,84.37
98.078,12.684,265.225,752.7,965.779,109.661,0.795,0.964,3.85,0.156,182.5,68.65
111.8,53.008,286.408,803.142,951.527,130.58,0.83,1.017,2.473,0.004,215.77,96.77
130.447,45.865,287.893,810.096,990.511,136.073,0.805,1.022,2.495,0.0,233.53,97.6
97.301,0.0,246.232,828.529,966.568,105.613,0.879,1.141,2.935,2.678,172.71,63.1
99.125,19.955,273.373,752.652,965.864,103.27,0.795,0.962,3.85,0.155,188.13,70.1
99.153,14.825,113.657,718.141,1105.679,116.492,0.674,0.0,4.073,5.015,144.74,55.41
99.125,12.713,273.373,752.652,965.864,108.958,0.795,0.962,3.85,0.155,185.75,69.31
97.766,0.0,167.022,739.904,1126.057,95.57,0.812,0.66,2.971,1.248,152.64,59.81
110.143,53.118,287.068,797.529,955.999,131.819,0.809,1.011,2.492,0.016,214.25,96.16
165.726,35.726,266.286,798.295,973.757,131.468,0.783,1.011,2.557,0.018,261.38,100.02
144.344,51.249,269.325,803.995,965.862,129.404,0.787,1.008,2.424,0.0,244.85,98.73
118.673,52.593,286.228,793.925,963.615,129.66,0.779,1.004,2.483,0.08,222.81,96.82
156.024,39.636,266.917,799.643,966.85,131.556,0.781,1.011,2.483,0.0,252.64,98.89
130.488,45.865,288.111,809.978,990.222,131.713,0.805,1.021,2.476,0.025,233.63,97.92
97.302,15.471,192.162,716.977,1102.022,94.92,0.826,1.041,1.918,0.656,163.72,60.91
97.321,24.531,288.351,747.466,885.263,127.022,0.811,1.008,2.658,1.198,191.38,78.3
97.301,25.592,287.235,747.378,886.151,125.058,0.812,0.992,2.426,0.36,191.42,78.94
159.241,38.938,266.917,797.334,968.378,131.522,0.781,1.0,2.483,0.0,255.78,99.97
97.686,4.482,246.232,828.529,967.119,104.684,0.872,1.141,2.931,2.727,174.58,63.95
97.672,5.25,246.871,783.023,967.119,104.601,0.872,1.141,2.931,2.727,174.87,65.17
97.611,15.821,192.162,716.977,1108.231,90.775,0.827,1.248,1.906,0.656,164.18,61.3
165.331,40.429,272.567,798.295,975.128,131.468,0.783,1.026,2.494,0.0,264.17,100.28
98.945,14.8,113.657,732.325,1104.254,116.492,0.676,0.0,4.097,4.925,144.54,55.07
97.602,0.018,185.138,732.943,1119.623,97.519,0.845,1.127,2.016,0.092,157.22,60.74
97.725,0.329,217.972,738.177,1125.039,95.7,0.839,0.996,1.987,0.004,166.15,62.73
97.62,0.018,185.138,732.896,1101.372,97.758,0.845,1.141,2.016,0.092,157.17,60.58
106.039,53.63,290.842,747.606,941.089,130.731,0.783,1.132,2.888,0.244,210.93,93.0
101.535,41.151,288.228,749.358,905.265,131.5,0.818,1.213,2.398,0.0,201.3,82.49
97.727,0.329,224.579,738.177,1125.026,95.7,0.839,0.997,2.033,0.004,167.9,62.78
97.301,1.377,109.088,718.263,1109.391,119.173,0.605,1.013,4.149,6.089,137.19,53.23
