PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
97.301,67.6,42.8,694.726,1083.721,133.657,0.101,2.193,1.87,3.408,141.26,50.03
119.032,76.68,277.547,805.799,981.421,119.818,0.814,0.806,2.301,15.522,228.9,81.18
102.52,98.707,67.499,733.947,1127.566,118.83,0.1,3.103,2.041,3.994,163.72,59.92
99.524,12.053,254.299,631.936,1001.06,141.02,0.782,0.789,3.054,20.368,180.74,61.29
109.408,89.526,240.08,808.78,886.597,119.946,0.832,0.831,2.016,14.92,212.79,69.7
99.405,45.887,255.209,626.236,1001.116,139.789,0.798,0.784,2.689,20.596,191.93,63.51
109.408,87.405,246.439,808.78,883.773,117.296,0.832,0.845,2.016,14.92,213.76,71.53
98.482,98.707,66.452,733.946,1126.196,124.561,0.1,2.592,2.041,3.994,159.2,58.42
97.323,85.193,50.067,717.001,1113.254,118.048,0.134,1.427,1.962,3.876,149.14,58.34
97.301,71.485,41.4,710.2,1096.4,124.445,0.131,2.5,1.429,5.6,142.25,50.81
97.99,51.633,224.613,674.102,1016.287,138.633,0.826,0.612,3.103,22.034,184.44,61.42
107.043,94.103,249.201,642.455,982.049,130.363,0.831,0.37,2.026,9.292,214.14,73.38
97.672,74.669,37.5,713.1,1100.0,117.985,0.109,2.5,1.914,5.5,142.68,54.94
99.539,47.627,231.847,638.285,1011.507,139.84,0.794,0.785,2.715,20.648,186.55,62.89
97.301,75.0,37.5,711.0,1098.0,119.0,0.2,2.5,1.5,5.5,142.38,53.12
104.63,79.499,243.874,651.789,990.329,103.171,0.87,0.75,1.999,18.242,205.47,69.69
116.895,89.931,243.266,802.404,982.905,120.113,0.862,0.863,1.951,14.895,221.95,77.46
99.494,77.892,244.558,626.039,1001.535,122.086,0.802,0.619,2.267,20.879,199.71,69.62
98.471,98.707,67.499,733.947,1127.566,124.561,0.1,3.103,2.041,3.994,159.47,59.13
99.21,66.386,245.364,624.679,1001.409,108.53,0.794,1.189,1.822,21.481,195.85,68.81
109.425,89.667,258.48,802.867,897.049,119.948,0.831,0.812,2.021,14.73,217.73,77.45
117.081,89.931,243.426,805.531,982.905,121.06,0.823,0.874,1.951,14.895,222.19,78.49
99.494,77.804,244.546,613.375,1001.535,117.071,0.784,0.619,2.256,20.454,199.65,69.16
109.408,89.793,250.461,808.156,884.179,119.947,0.832,0.831,2.131,14.66,215.61,75.55
97.301,47.208,264.446,626.236,1001.116,139.789,0.797,0.784,2.707,20.596,192.6,65.13
97.301,83.113,47.349,709.71,1104.479,121.626,0.177,2.392,1.804,6.209,147.66,56.18
104.63,79.499,243.874,651.789,990.329,103.171,0.87,0.75,1.999,18.242,205.47,69.69
118.399,89.621,243.266,802.363,967.177,119.966,0.824,0.862,1.971,14.028,223.37,79.29
97.301,75.721,37.5,713.104,1100.145,118.0,0.19,2.5,1.211,5.5,142.63,53.42
99.354,47.323,231.847,626.23,1012.305,139.84,0.799,0.804,2.703,20.461,186.23,62.59
97.323,85.049,49.918,717.001,1113.112,118.048,0.134,1.288,1.813,3.875,149.05,57.91
99.562,47.208,264.684,626.236,1001.116,139.789,0.797,0.784,2.708,20.596,195.03,66.5
109.408,89.514,252.387,808.78,886.597,119.947,0.832,0.831,2.016,14.66,216.03,76.51
99.21,64.713,244.514,627.299,1003.51,109.098,0.8,0.988,1.556,21.277,195.09,67.68
107.102,94.103,249.201,644.123,980.081,130.363,0.831,0.37,1.747,9.184,214.2,74.54
97.672,78.408,37.5,713.1,1157.102,117.985,0.109,2.325,1.766,5.5,144.11,55.89
119.063,89.667,257.992,808.78,983.316,119.947,0.832,0.811,2.006,14.748,228.04,80.02
97.301,85.0,48.0,712.0,1108.0,118.0,0.2,2.6,1.7,5.8,148.47,56.63
97.672,79.011,37.5,713.1,1166.504,117.985,0.109,2.325,1.766,6.042,144.35,55.93
109.277,89.667,258.48,808.78,886.597,119.947,0.832,0.811,2.015,14.66,217.55,76.68
107.688,94.17,249.201,713.764,980.331,130.421,0.832,0.459,1.742,13.71,215.02,74.69
119.032,75.807,277.02,802.301,980.871,119.818,0.814,0.797,2.301,15.556,228.46,81.17
99.217,64.183,245.383,624.527,1001.632,109.098,0.802,0.994,1.497,21.289,195.14,68.28
99.21,64.713,241.391,632.137,1003.51,109.098,0.79,1.009,1.558,21.277,194.28,65.6
116.981,87.603,258.926,782.726,953.021,122.57,0.84,0.8,1.883,15.328,225.25,79.4
99.426,45.839,264.684,626.236,1001.116,139.789,0.809,0.783,2.708,20.596,194.44,66.06
97.301,67.6,42.8,701.866,1084.6,133.259,0.1,2.195,1.87,3.546,141.28,50.04
119.202,88.27,257.992,808.78,984.426,119.947,0.832,1.05,2.006,14.69,227.73,79.85
97.669,83.055,222.782,643.446,907.64,137.934,0.819,0.644,3.21,22.371,193.44,65.14
117.599,89.223,258.926,782.726,951.735,122.57,0.84,0.8,1.883,14.622,226.42,79.48
