PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
121.492,91.246,269.088,965.411,997.0,147.184,17.332,3.953,113.535,32.893,234.49,66.92
97.301,41.567,3.921,473.453,685.807,91.263,6.672,66.615,70.236,170.368,120.41,42.91
101.578,24.532,237.795,1067.94,976.18,116.968,15.231,1.331,104.439,29.81,183.67,57.26
98.807,11.297,181.519,674.002,600.468,117.103,16.988,39.615,42.422,295.913,159.15,56.86
97.301,19.324,36.221,587.429,864.766,90.775,0.694,62.015,42.334,284.928,122.6,47.23
103.309,56.439,274.764,965.307,805.846,147.162,17.888,1.992,115.436,0.717,204.81,64.42
108.764,48.692,299.096,954.444,1001.304,146.923,13.794,12.843,110.071,3.995,215.1,64.53
97.716,40.565,9.395,526.016,777.036,105.391,2.992,67.503,60.537,150.348,122.43,44.39
97.501,15.964,58.409,637.046,965.787,91.593,0.655,72.019,42.969,293.663,128.07,52.48
97.306,4.36,55.337,571.133,891.337,90.775,0.0,71.898,55.22,295.014,122.8,49.23
98.646,0.987,108.969,637.896,497.567,118.031,19.394,75.349,14.568,334.311,135.97,52.9
109.739,56.465,299.096,954.444,1020.113,146.387,14.524,12.843,108.065,5.166,218.74,64.95
97.301,9.617,53.029,570.141,898.258,90.775,0.0,71.996,55.266,290.895,123.93,50.27
103.39,54.92,274.862,970.471,886.672,146.845,17.585,4.352,115.376,30.492,204.73,63.15
113.941,85.208,279.855,963.367,997.917,150.333,16.316,4.53,124.953,27.3,227.44,66.59
97.501,16.567,53.294,615.785,965.787,91.368,0.655,72.019,44.808,293.663,126.86,51.74
103.692,56.07,261.761,962.437,880.159,142.682,21.235,5.336,115.47,52.994,201.92,61.05
100.31,58.315,229.6,1019.909,859.578,118.319,18.766,8.715,118.908,19.305,190.7,58.74
101.263,62.897,207.344,1031.166,861.458,116.932,17.22,5.363,68.326,41.545,187.36,58.48
97.812,57.078,251.292,1033.913,860.6,116.921,17.404,5.363,109.675,90.927,193.44,59.4
101.547,56.452,262.309,962.437,904.248,142.544,21.777,4.401,117.424,52.994,200.04,60.43
98.773,0.76,161.443,675.151,586.937,115.864,18.487,62.131,16.996,280.486,150.31,55.36
97.306,4.36,55.337,571.133,891.337,90.775,0.0,71.898,55.22,295.014,122.8,49.23
97.301,47.383,232.92,974.494,857.976,116.319,17.176,5.522,117.579,38.868,184.71,57.99
101.281,57.078,251.961,1035.74,860.613,116.922,17.404,5.363,104.555,63.538,197.26,59.42
98.653,1.243,118.259,668.25,566.661,117.956,18.956,75.349,23.335,294.284,138.85,53.86
98.686,3.59,144.17,684.396,586.807,115.93,20.276,62.133,17.824,293.752,146.61,55.32
112.719,87.212,271.244,963.367,997.917,150.333,17.389,3.625,124.953,27.3,224.54,66.42
98.589,2.884,121.156,668.25,566.661,117.956,19.326,73.185,17.756,294.284,140.09,54.2
97.75,41.187,4.468,528.457,786.193,101.436,7.104,67.214,75.554,181.658,121.41,44.14
101.035,48.93,221.656,1067.94,886.181,118.661,17.395,4.703,120.158,44.046,186.51,58.03
101.263,58.937,251.961,1034.536,860.847,116.922,17.22,5.363,104.555,63.562,197.85,59.44
101.363,53.492,263.747,1020.023,859.775,117.883,17.455,4.765,102.505,80.733,199.24,59.86
110.455,84.471,270.573,963.313,1014.171,148.894,15.055,10.626,106.876,45.653,221.15,65.15
119.918,91.174,269.133,965.444,997.0,147.247,17.332,3.953,109.289,27.3,232.83,66.9
103.758,55.7,266.476,963.558,926.284,144.858,17.449,0.0,113.745,35.28,203.29,62.58
117.725,87.416,272.248,963.27,997.657,146.792,16.29,3.625,119.522,20.723,230.12,66.66
110.712,85.014,274.389,964.098,1002.728,148.759,14.888,10.626,110.237,47.732,222.57,66.27
103.916,54.572,266.402,965.92,922.208,144.75,17.538,4.355,116.578,42.266,203.06,62.07
101.756,56.151,259.493,1018.075,845.89,118.108,17.396,3.662,104.373,5.787,199.34,59.98
97.361,41.916,4.468,497.04,756.679,101.436,7.678,65.609,71.673,177.789,121.05,43.81
97.301,41.949,4.411,473.453,696.583,91.125,7.214,68.706,72.189,170.368,120.7,43.49
101.916,25.801,238.187,1062.652,981.947,116.811,15.065,0.25,104.998,61.643,184.55,57.38
103.654,58.576,261.222,953.596,873.521,142.219,20.054,4.526,111.803,32.258,202.52,61.68
97.301,9.617,55.337,574.409,941.266,90.775,0.774,71.996,40.381,283.902,124.71,50.61
98.155,2.921,132.964,682.819,588.949,115.93,17.749,62.168,19.902,357.452,142.88,54.73
98.374,1.254,109.519,674.818,552.615,118.541,17.448,73.752,17.67,291.997,136.22,53.53
98.554,7.263,168.47,683.432,580.391,115.987,17.714,61.044,19.653,294.6,154.07,55.97
98.644,1.083,108.969,677.037,497.567,118.025,19.394,73.724,13.317,339.207,136.1,53.11
97.301,16.477,50.081,574.409,915.158,90.775,1.254,71.996,44.808,283.902,125.48,50.91
101.263,62.897,206.063,1034.175,861.458,118.522,17.278,5.359,67.931,22.245,187.03,58.37
110.844,86.948,270.573,963.26,1000.01,148.91,14.961,11.129,107.111,45.844,222.32,65.96
98.555,2.368,136.482,682.806,586.798,115.93,17.737,62.198,20.086,293.752,144.04,54.83
98.044,11.297,174.788,661.588,598.882,117.103,16.988,39.242,42.422,295.913,156.54,56.06
101.706,55.183,232.668,973.183,862.209,116.141,16.302,4.252,117.354,27.947,191.83,59.34
98.693,3.489,139.411,678.837,591.917,115.93,18.604,62.219,15.446,294.234,145.33,55.04
100.51,58.357,231.969,1035.744,860.613,118.423,18.801,8.788,121.812,0.0,191.59,58.88
97.301,16.435,53.294,578.784,970.988,90.775,0.655,75.349,44.991,283.902,126.53,51.36
98.513,2.368,130.204,682.943,586.206,116.029,17.718,62.198,20.389,293.884,142.34,54.38
112.719,86.916,271.244,963.367,989.949,150.338,17.389,3.625,125.017,27.3,224.41,66.3
98.631,1.931,112.104,678.564,569.251,118.35,19.403,73.724,27.062,291.8,137.46,53.8
98.707,3.489,139.411,675.168,591.917,115.999,18.604,70.926,16.282,294.234,145.34,55.15
98.775,2.036,160.188,687.002,576.13,115.868,18.399,61.163,15.281,297.946,150.39,55.68
98.585,2.754,125.057,669.213,566.661,117.752,15.734,73.185,17.935,293.976,141.07,54.28
98.644,0.58,114.402,688.711,497.567,118.025,19.394,72.886,16.994,339.207,137.4,53.54
98.07,11.404,179.399,655.652,598.882,117.103,16.912,39.242,41.383,295.913,157.8,56.22
103.155,54.771,261.455,961.127,882.304,142.629,20.033,5.046,113.579,32.267,200.86,60.77
103.463,55.261,266.285,953.838,929.445,145.165,18.558,4.355,113.567,39.241,202.77,61.94
103.155,54.771,261.455,961.127,882.304,142.629,20.033,5.046,113.579,32.267,200.86,60.77
118.638,87.29,272.248,963.27,997.657,147.249,16.95,3.625,119.522,27.77,231.03,66.85
98.018,13.989,180.26,664.515,616.514,117.385,16.66,42.231,42.553,327.221,158.91,56.58
98.044,11.297,179.746,662.794,601.786,117.181,16.897,39.242,41.93,296.059,157.86,56.31
97.959,7.258,163.956,683.432,580.303,116.388,17.637,61.044,18.456,294.622,152.25,55.86
97.301,19.324,48.54,589.29,869.105,90.775,0.694,71.952,44.862,284.961,125.87,51.0
98.555,2.44,168.087,682.806,579.823,115.987,17.714,61.044,19.653,293.752,152.38,55.92
110.564,84.917,272.866,949.626,1015.128,150.121,15.138,10.626,107.347,67.454,221.99,65.5
98.775,2.036,161.574,683.281,586.937,115.873,18.487,61.163,16.996,297.946,150.79,55.8
97.501,16.567,53.294,606.933,965.787,91.368,0.655,72.019,44.808,293.663,126.84,51.38
98.044,11.297,174.788,661.588,598.882,117.103,16.988,39.242,42.422,295.913,156.54,56.06
104.005,55.367,266.401,965.475,926.663,144.858,17.449,4.858,116.802,42.439,203.43,62.79
98.555,7.258,168.087,683.432,580.303,115.987,17.714,61.044,19.653,294.622,153.97,55.94
101.801,55.251,233.452,974.176,857.976,116.614,17.222,5.608,117.546,36.485,192.15,59.37
97.301,41.949,4.468,476.667,709.896,91.133,7.269,65.439,70.6,169.596,120.78,43.55
102.675,56.996,271.958,965.307,924.984,146.286,17.599,4.231,114.056,30.863,204.03,62.84
103.654,58.576,261.222,953.596,873.521,142.219,20.054,4.526,111.803,32.258,202.52,61.68
110.951,86.837,268.29,964.098,1007.244,147.747,17.587,10.626,110.237,47.732,221.82,65.38
110.476,86.948,270.573,963.26,906.01,148.91,14.942,10.556,108.39,45.844,221.59,65.2
98.486,2.261,129.999,681.968,586.206,116.029,17.794,62.198,21.428,303.155,142.22,54.29
98.731,2.921,133.269,682.806,586.798,115.93,17.747,62.131,19.902,293.752,143.56,54.8
98.807,11.297,181.519,674.002,600.468,117.103,16.988,39.615,42.422,295.913,159.15,56.86
98.018,13.989,180.26,664.515,616.514,117.385,16.66,42.231,41.71,327.221,158.91,56.58
100.538,58.208,231.546,1014.39,860.613,118.729,18.766,8.788,121.482,0.0,191.41,58.84
118.638,87.29,270.846,963.367,982.355,147.249,17.327,4.39,120.465,51.353,230.61,66.71
97.301,9.617,55.337,570.141,898.002,90.775,0.0,71.996,55.266,280.334,124.54,50.43
98.686,3.59,144.17,684.396,586.807,115.93,20.233,62.133,17.824,293.752,146.61,55.32
101.831,25.676,238.187,1062.652,982.119,116.92,15.065,0.25,104.998,29.834,184.42,57.34
110.591,85.267,272.866,963.263,1013.164,149.806,15.138,10.626,107.58,46.27,222.16,65.74
110.591,85.267,272.866,963.263,1013.164,149.806,15.138,10.626,107.58,46.27,222.16,65.74
103.39,56.09,271.958,965.307,896.685,146.845,17.599,4.231,114.056,30.863,204.37,62.98
98.644,2.157,107.586,632.731,497.567,118.031,17.678,75.349,14.568,328.321,135.98,52.94
