PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
97.301,53.428,56.932,799.98,1001.939,122.146,0.667,1.219,2.356,8.311,140.31,47.62
158.043,53.913,286.808,799.212,945.56,131.206,1.248,0.661,2.132,9.164,264.61,84.72
141.389,52.278,291.639,797.971,947.186,128.613,1.313,0.511,2.094,6.416,247.9,84.32
109.114,99.992,57.561,755.636,1109.672,118.863,0.541,0.842,2.054,9.314,168.42,61.92
104.128,66.49,253.941,779.352,827.471,124.528,0.822,0.966,3.13,11.932,203.06,73.83
97.536,52.629,60.209,753.447,1106.673,109.675,0.544,1.223,1.897,9.176,141.43,51.32
97.301,88.365,56.647,739.06,1126.759,93.463,0.524,0.237,1.838,8.838,152.0,58.89
101.145,59.661,263.08,769.179,864.89,116.53,1.346,0.957,2.96,10.823,200.22,71.57
97.301,53.434,56.932,799.556,1001.939,122.146,0.667,1.227,2.377,8.311,140.31,47.62
106.225,47.893,286.788,762.118,902.785,129.35,1.06,0.713,1.743,11.446,208.07,76.33
106.499,55.558,288.783,797.607,927.46,133.93,1.113,1.004,1.846,8.45,211.58,81.92
102.034,98.577,64.961,704.35,1096.583,117.197,0.317,1.418,2.007,11.052,162.3,59.4
106.973,96.961,61.335,706.034,1096.511,118.77,0.541,0.801,2.67,9.036,166.0,61.32
113.42,50.512,289.58,798.286,937.863,133.032,1.162,0.97,2.93,8.921,217.43,83.52
97.301,62.4,50.0,759.5,1104.7,120.0,0.5,0.8,2.5,6.0,141.7,53.91
97.301,59.355,250.939,782.391,843.752,115.348,1.265,1.002,3.013,10.821,192.84,66.38
97.301,59.355,251.809,782.625,948.582,116.792,1.278,1.002,3.013,10.89,193.46,67.92
97.301,88.348,50.58,713.304,1122.246,100.537,0.524,0.463,1.547,8.689,150.31,57.24
106.225,47.893,286.788,763.442,904.263,129.107,1.06,0.713,1.743,11.457,208.08,76.81
102.098,100.11,66.295,682.21,1104.732,117.182,0.434,1.144,2.014,11.872,163.2,60.14
98.732,70.813,56.197,760.0,1159.271,120.0,0.509,0.797,2.499,6.26,147.8,55.13
105.853,51.225,286.788,763.442,904.263,129.361,1.058,0.727,1.857,11.257,208.78,78.15
97.301,59.355,252.255,782.527,842.21,114.417,1.268,1.002,3.013,10.655,193.19,67.69
98.384,71.302,53.962,760.0,1093.563,120.0,0.5,0.798,2.499,6.26,146.76,54.67
113.332,47.88,309.528,803.126,949.954,132.392,1.327,0.942,2.071,8.67,221.79,84.07
97.301,84.8,47.1,811.6,1005.7,117.8,0.7,0.0,2.5,11.4,148.05,56.16
97.301,62.4,50.0,759.5,1104.7,120.0,0.5,0.8,2.5,6.002,141.7,53.91
97.301,88.365,56.647,733.478,1126.759,93.463,0.561,0.237,1.536,8.838,151.99,57.93
97.899,70.0,50.0,760.0,1089.897,120.0,0.5,0.8,2.5,6.215,144.77,54.34
113.332,47.88,308.531,802.99,951.496,133.323,1.324,0.942,2.071,8.836,221.54,83.96
97.301,88.348,56.38,707.631,1121.574,101.507,0.524,0.463,1.839,8.69,151.82,57.65
112.843,47.88,299.437,799.718,950.859,131.745,1.354,0.947,2.088,8.593,218.61,83.78
97.899,70.0,50.0,760.0,1089.897,120.0,0.5,0.8,2.5,6.213,144.77,54.34
102.034,98.577,64.961,714.536,1096.583,117.197,0.317,1.418,2.007,11.049,162.33,59.59
158.043,53.913,286.808,799.212,945.56,131.206,1.201,0.661,2.132,9.164,264.61,84.72
97.301,59.355,234.372,782.625,948.582,116.792,1.278,0.997,3.014,10.912,188.86,65.55
107.283,51.658,287.888,802.114,944.468,131.034,1.315,0.499,2.137,9.174,210.96,80.36
113.316,47.88,317.874,803.126,951.309,132.588,1.327,0.944,2.071,8.675,223.99,84.22
101.145,59.661,263.08,769.179,864.89,116.53,1.346,0.957,2.96,10.823,200.22,71.57
106.499,55.558,288.783,798.713,930.783,133.93,1.117,1.003,1.834,8.828,211.59,82.0
104.004,66.509,253.941,779.352,825.202,124.421,0.822,0.962,3.125,11.948,202.93,73.76
100.127,58.777,263.292,769.532,839.018,115.959,1.292,0.955,2.895,11.211,198.83,70.84
100.997,59.155,250.939,782.391,843.752,112.689,1.332,1.049,3.008,10.811,196.65,68.82
97.301,59.355,252.255,782.527,842.21,114.417,1.268,1.002,3.013,10.655,193.19,67.69
106.225,47.893,286.788,762.258,902.785,129.35,1.053,0.713,1.734,11.446,208.07,76.33
106.227,51.116,286.822,763.442,903.358,129.041,1.058,0.706,1.928,11.31,209.14,78.23
97.301,84.8,47.1,785.8,1078.8,117.8,0.5,1.0,2.0,10.0,148.25,56.76
