gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,175.76,46.56,0,0,0.1674
1,258.78,51.45,0,1,0.1332
1,156.21,47.8,0,0,0.1992
1,410.87,47.83,0,1,0.5415
1,204.78,46.16,0,0,0.1324
2,323.47,61.31,1,1,0.1806
2,411.92,54.08,1,1,0.4356
2,194.92,56.78,0,0,0.0543
2,219.26,45.76,0,1,0.1129
2,235.5,53.0,0,1,0.0656
3,237.03,49.74,1,1,0.1168
3,223.59,47.33,1,1,0.1283
3,475.62,50.51,0,1,0.6142
3,182.41,54.25,0,0,0.099
3,210.24,49.13,0,0,0.106
4,359.52,50.52,1,1,0.3323
4,207.35,46.72,0,0,0.1403
4,296.95,41.43,0,1,0.2806
4,148.62,49.09,0,0,0.1999
4,267.57,44.41,0,1,0.2157
5,290.91,54.87,1,1,0.1478
5,317.24,52.68,1,1,0.2196
5,295.72,51.49,1,1,0.1842
5,234.7,53.64,0,1,0.0921
5,263.73,51.95,0,1,0.1367
6,344.65,58.49,0,1,0.2578
6,331.54,61.36,0,1,0.212
6,375.5,50.68,1,1,0.3712
6,210.85,54.52,0,1,0.058
6,263.73,51.95,0,1,0.1387
7,277.36,49.59,0,1,0.1764
7,188.23,51.21,0,1,0.0809
7,304.3,48.55,0,1,0.2261
7,226.78,53.07,0,1,0.0834
7,263.73,51.95,0,1,0.1387
8,291.49,46.17,1,1,0.2523
8,263.73,51.95,0,1,0.165
8,413.75,47.1,0,1,0.4951
8,190.61,51.9,0,1,0.0785
8,259.07,49.97,1,1,0.1751
9,205.52,46.23,0,1,0.1468
9,311.93,49.92,1,1,0.2462
9,490.64,48.82,1,1,0.6842
9,170.97,50.83,0,0,0.0821
9,245.15,46.92,0,1,0.1871
10,262.01,43.81,0,1,0.2412
10,359.52,53.61,0,1,0.3306
10,311.26,47.97,0,1,0.2634
10,211.14,54.72,0,1,0.065
10,235.44,55.18,1,1,0.0951
11,503.26,49.56,1,1,0.7173
11,452.03,52.01,1,1,0.5749
11,315.36,47.77,1,1,0.2724
11,234.38,57.73,0,1,0.0715
11,414.69,49.31,1,1,0.4883
12,244.26,51.52,0,1,0.1434
12,478.0,43.84,0,1,0.6733
12,363.09,43.68,1,1,0.4006
12,209.04,52.09,1,1,0.0915
