PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
158.031,69.326,243.535,792.003,866.005,113.95,0.786,3.533,2.425,0.269,257.91,78.81
97.301,0.0,110.5,960.335,864.098,120.464,0.676,0.409,4.162,6.256,136.84,46.95
158.031,69.326,243.535,792.003,866.005,113.95,0.786,3.533,2.425,0.269,257.91,78.81
111.275,69.326,255.701,808.01,866.986,113.721,1.1,3.601,2.485,1.704,212.17,70.08
131.989,66.769,276.107,820.951,832.664,122.344,0.807,3.597,2.411,0.229,238.33,78.77
118.147,67.964,239.063,777.734,864.818,115.881,0.88,3.789,2.617,0.311,214.44,75.52
157.576,69.326,243.535,792.046,866.005,117.302,0.786,3.533,2.425,0.27,257.44,78.78
100.564,58.323,256.349,806.223,831.748,114.174,0.725,3.589,1.975,3.232,197.37,66.79
100.781,55.627,222.557,805.518,957.428,91.154,0.779,3.59,2.15,13.293,188.26,66.02
101.929,65.557,263.48,791.72,833.0,114.307,0.726,3.617,2.285,3.311,203.02,69.27
100.0,15.0,160.0,960.0,850.0,100.0,0.7,1.5,4.0,10.0,157.6,52.66
126.9,66.672,276.107,820.827,832.73,123.308,0.808,3.597,2.411,0.229,232.97,78.75
97.668,39.028,202.768,807.266,990.234,92.336,0.785,3.832,1.996,16.012,174.45,63.65
121.604,69.318,247.341,793.751,865.743,114.849,0.786,3.539,2.364,0.269,220.74,76.66
100.397,23.807,200.177,812.46,987.182,91.234,1.065,3.747,1.925,19.078,171.64,61.2
97.321,41.107,160.912,750.323,1137.799,92.652,0.826,3.635,1.243,18.139,164.12,56.04
128.912,66.956,253.17,824.153,833.926,113.997,0.781,3.725,2.411,0.216,229.13,77.16
97.621,40.263,213.277,805.979,1000.675,91.341,0.798,3.828,2.009,15.882,177.62,64.37
121.661,69.326,243.535,792.003,865.1,114.343,0.786,3.54,2.425,0.269,219.79,76.13
98.122,2.709,134.3,989.693,864.675,111.885,0.703,0.895,4.143,8.452,144.95,49.4
97.301,44.159,173.237,797.313,1023.378,93.661,0.781,3.695,2.012,16.005,168.05,59.35
99.732,0.0,112.393,976.578,858.462,122.002,0.669,0.891,4.126,8.938,139.91,47.92
99.0,10.0,140.0,970.0,865.0,119.0,0.7,0.7,4.0,8.5,149.71,49.44
97.308,16.35,153.2,963.017,855.0,109.89,0.704,1.154,4.014,8.908,153.45,50.73
119.421,67.964,236.809,779.995,864.818,117.836,0.882,3.789,2.52,0.0,215.19,75.61
98.575,17.882,147.332,970.0,862.304,99.884,0.803,1.49,3.527,9.689,153.78,51.96
99.007,44.924,172.916,807.05,978.123,94.312,0.782,3.808,2.012,15.054,169.86,60.7
97.697,0.0,195.579,966.629,778.599,111.837,0.501,1.24,4.883,13.11,159.41,53.59
98.873,2.167,202.393,966.792,766.06,115.682,0.499,1.182,4.952,17.512,163.11,54.8
130.585,67.087,256.133,824.22,833.926,113.997,0.781,3.722,2.411,0.377,231.7,77.55
97.338,45.984,173.237,797.302,1023.378,93.661,0.78,3.688,2.137,14.666,168.69,59.99
99.0,0.126,128.687,966.097,865.892,117.687,0.705,0.919,4.149,8.857,143.48,48.08
111.443,69.574,245.173,807.756,828.649,113.721,1.088,3.601,2.479,0.557,209.5,69.98
97.743,40.245,196.904,807.084,968.976,91.826,0.784,3.832,2.057,15.019,173.3,62.44
97.301,0.0,112.47,980.597,868.256,120.308,0.634,0.949,3.931,8.48,137.43,47.61
100.564,65.734,253.886,797.657,831.748,114.315,0.725,3.542,2.156,3.232,199.13,67.38
99.645,39.975,218.883,806.031,992.345,91.623,0.782,3.828,2.004,14.4,181.09,65.13
97.697,0.0,198.818,966.629,778.599,119.345,0.5,1.251,4.877,13.566,160.27,53.94
99.0,0.145,129.4,973.0,867.0,117.303,0.7,0.9,3.977,8.5,143.7,48.73
97.621,40.271,218.387,805.979,992.345,91.623,0.782,3.828,2.009,15.879,178.94,65.01
97.301,41.859,171.604,802.97,1105.942,93.607,0.82,3.736,0.917,18.043,167.18,58.22
98.116,10.286,201.885,972.123,779.184,113.646,0.621,1.577,6.283,13.546,164.91,56.94
98.873,0.867,202.393,966.792,766.738,119.66,0.499,1.182,4.952,17.258,162.69,54.44
97.301,55.653,222.884,805.507,957.428,91.154,0.78,3.59,2.153,12.954,184.7,65.23
97.743,40.271,197.231,807.072,984.443,91.826,0.785,3.832,2.009,15.216,173.45,62.51
100.564,65.734,256.537,797.657,833.857,112.213,0.725,3.54,2.157,3.232,199.84,67.9
111.443,69.574,245.173,807.756,828.649,113.721,1.088,3.601,2.479,0.557,209.5,69.98
97.301,20.0,149.587,970.0,865.0,98.149,0.8,1.49,3.527,10.0,153.74,51.66
97.301,15.7,143.5,962.2,855.0,108.5,0.7,1.2,4.0,8.9,150.67,49.95
101.923,48.325,220.703,804.901,952.08,91.198,0.795,3.526,2.091,17.872,186.55,65.62
