PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
181.583,58.856,234.912,732.613,945.491,134.431,0.797,0.776,1.561,9.04,277.02,83.3
97.301,0.0,110.374,710.926,1085.673,141.167,0.043,0.035,0.55,7.752,136.98,40.56
152.485,61.703,224.108,738.625,948.892,126.756,0.797,0.767,1.511,8.747,244.64,78.44
157.577,61.818,231.981,730.075,945.491,135.304,0.797,0.511,1.761,8.677,252.06,82.08
109.785,73.274,282.495,739.711,1009.52,126.868,0.835,0.777,2.76,14.157,219.33,78.38
97.301,0.0,110.7,750.0,1150.0,90.8,0.1,1.0,2.0,11.0,137.4,49.47
102.226,55.446,263.433,660.455,1010.365,122.369,0.789,0.407,1.929,16.999,200.32,70.12
97.301,1.164,110.374,714.531,1092.811,141.76,0.068,0.035,0.571,6.177,137.39,42.16
101.391,53.699,241.562,657.925,1007.89,121.694,0.787,0.078,2.946,10.013,193.08,65.76
97.301,92.283,61.636,740.71,1162.135,120.036,0.055,0.891,1.943,8.971,154.74,58.57
97.301,41.24,192.15,662.966,1058.884,113.817,0.829,0.003,2.286,10.854,171.87,58.78
97.301,80.799,43.408,716.864,1087.664,119.6,0.293,1.457,2.381,7.696,145.82,56.14
97.301,0.543,129.999,760.895,1166.231,90.775,0.074,1.211,2.045,10.866,142.76,52.02
113.129,59.029,255.948,650.88,1011.292,123.922,0.825,0.372,1.982,18.099,210.92,71.26
103.54,55.953,266.165,655.204,1003.033,124.06,0.789,0.456,1.929,16.999,202.54,70.87
97.59,84.042,46.39,714.472,1100.107,117.437,0.302,1.46,2.767,9.13,148.01,57.5
109.846,73.419,261.781,736.442,1018.156,126.723,0.832,0.764,2.775,14.822,213.99,74.91
97.546,90.561,54.653,741.499,1161.124,119.49,0.046,0.963,1.958,9.213,152.58,58.4
107.071,81.578,262.169,655.914,1007.655,124.809,0.792,0.407,1.852,21.046,213.61,73.46
109.846,71.58,261.952,736.727,1018.156,126.904,0.836,0.764,2.781,14.86,213.43,71.96
109.846,73.419,265.124,736.738,1009.419,126.723,0.833,0.764,2.577,14.822,214.84,76.29
156.715,61.629,232.749,730.075,945.491,134.754,0.798,0.761,1.634,8.613,251.29,81.8
104.029,54.15,208.766,655.712,1013.609,120.933,0.824,0.028,2.955,11.725,187.35,64.38
99.679,53.865,199.765,656.452,1072.643,120.738,0.787,0.001,3.545,11.051,180.54,61.77
102.937,54.199,208.695,656.959,1009.782,121.095,0.788,0.001,2.946,13.588,186.2,63.06
153.76,61.584,228.4,736.207,951.026,129.466,0.797,0.77,1.924,8.927,247.07,80.76
102.937,54.199,203.181,661.565,1009.782,120.395,0.788,0.0,2.946,11.943,184.75,62.0
97.301,44.334,202.136,656.379,1055.426,115.163,0.794,0.0,3.124,11.794,175.49,60.04
97.59,83.535,41.881,714.472,1106.662,117.437,0.302,1.411,2.767,9.13,146.68,56.82
152.485,61.691,228.4,736.207,948.938,129.463,0.797,0.77,1.915,8.927,245.76,80.02
104.751,55.264,213.192,653.376,1009.586,120.676,0.823,0.0,2.946,11.199,189.62,64.74
97.301,45.355,210.214,656.556,1064.324,115.163,0.792,0.0,3.131,15.146,177.99,61.37
97.301,4.176,114.479,761.22,1159.096,90.812,0.041,1.132,2.058,10.687,139.83,49.87
97.78,42.087,192.384,661.847,1058.785,113.774,0.829,0.003,3.159,11.558,172.71,59.61
97.301,1.164,110.374,714.531,1092.811,141.76,0.068,0.0,0.571,6.177,137.39,42.16
102.602,54.036,208.984,655.731,1015.49,120.276,0.824,0.039,2.983,11.725,185.88,62.46
97.301,0.543,126.772,760.895,1166.231,90.775,0.074,1.234,2.052,10.866,141.91,51.08
97.301,43.605,206.277,659.267,1064.902,111.968,0.793,0.219,3.194,10.603,176.39,60.59
111.419,72.654,270.118,736.658,1011.675,126.668,0.835,0.955,2.784,15.057,217.57,77.97
97.738,0.314,124.148,744.974,1158.554,94.186,0.071,1.226,1.982,10.866,141.53,50.28
109.846,72.606,268.398,736.738,1009.52,126.719,0.835,0.763,2.781,14.157,215.44,77.34
109.823,72.606,268.552,742.369,1009.52,126.868,0.835,0.778,2.76,14.157,215.47,77.39
97.547,44.395,206.277,659.267,1064.094,111.942,0.793,0.219,3.194,11.609,176.9,61.03
104.245,73.792,201.856,653.473,1065.789,100.879,0.813,0.0,3.7,8.457,192.39,65.04
97.301,0.0,129.881,760.895,1169.64,90.775,0.091,1.211,2.168,10.878,142.57,51.45
103.807,73.792,201.772,653.473,1065.789,100.879,0.812,0.0,3.72,8.451,191.9,64.86
153.009,61.507,226.92,736.207,948.892,129.518,0.796,0.77,1.911,7.274,245.86,80.08
97.782,42.087,190.123,661.847,1058.314,113.151,0.832,0.003,3.156,11.558,172.11,59.45
153.76,61.573,228.4,736.207,951.071,129.466,0.797,0.77,1.924,8.927,247.07,80.76
111.943,72.458,268.398,736.658,1011.675,126.723,0.834,0.955,2.781,14.796,217.6,78.08
