PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
97.301,0.0,150.0,734.697,1050.0,125.0,0.8,1.5,5.0,12.0,147.37,52.23
156.037,60.475,266.224,797.82,945.764,131.893,0.787,4.46,2.818,1.723,259.22,81.01
101.733,46.503,273.614,795.092,955.309,105.49,0.783,4.527,3.675,7.774,199.7,69.91
132.985,67.501,273.078,798.999,935.306,132.895,0.785,4.338,2.808,5.93,239.14,80.38
154.151,60.475,266.224,797.749,945.821,131.388,0.787,4.46,2.819,1.518,257.24,80.94
101.847,45.491,274.917,795.083,943.314,121.194,0.782,4.519,2.96,7.777,199.79,74.75
97.868,48.156,217.437,763.697,910.96,107.732,0.782,3.787,3.726,14.753,181.12,65.12
132.985,66.499,273.078,798.614,935.306,132.895,0.785,3.795,2.808,7.38,238.81,79.86
111.603,58.657,285.987,797.952,934.625,114.164,0.803,4.063,3.801,7.992,217.23,77.79
99.646,50.131,226.364,764.515,911.49,105.32,0.815,3.713,3.874,15.42,185.99,65.62
98.445,0.0,165.669,716.153,1138.119,122.778,0.782,1.615,5.024,8.424,152.98,56.53
98.672,46.221,211.083,758.478,916.522,109.335,0.815,4.27,4.816,15.605,179.66,62.52
118.465,60.032,278.351,793.577,935.445,121.322,0.799,4.31,2.113,8.792,222.85,78.94
97.55,20.618,286.074,736.557,952.726,115.978,0.826,4.039,3.656,11.499,189.96,66.64
120.096,70.458,284.184,788.831,938.08,120.961,0.863,3.982,2.098,3.764,229.52,79.41
97.301,0.0,160.0,750.0,1100.0,110.0,0.8,1.5,5.0,10.0,150.23,53.35
98.445,0.0,171.52,717.187,1096.456,120.107,0.782,1.65,4.916,8.424,154.37,57.35
97.921,0.0,229.589,676.448,1075.549,109.649,0.8,3.08,3.997,13.652,168.97,59.79
105.452,63.219,267.976,795.096,943.848,115.456,0.782,4.192,3.413,5.9,207.56,75.43
97.975,5.801,231.801,676.448,1075.549,109.447,0.8,3.08,4.0,13.84,171.51,60.36
101.842,41.448,267.727,794.265,947.377,121.194,0.782,4.551,2.951,7.774,196.58,67.64
97.859,0.009,218.425,700.17,1014.914,119.204,0.802,3.092,4.004,17.929,165.8,59.15
108.342,67.744,283.141,795.821,935.22,116.334,0.853,4.258,3.493,7.98,216.04,77.35
98.043,5.829,193.574,678.918,1082.047,109.533,0.789,3.131,4.013,14.495,161.53,58.13
97.301,2.144,167.098,745.617,1055.811,126.092,0.798,1.258,4.986,15.509,152.63,54.78
97.301,0.0,167.098,747.431,1056.428,126.092,0.799,1.46,4.986,15.509,151.94,54.71
101.799,45.04,267.727,794.265,948.996,121.194,0.783,4.563,2.996,7.774,197.71,68.54
99.252,36.951,203.333,635.014,1020.491,124.63,0.801,4.06,3.704,18.155,175.24,60.5
122.629,70.458,269.541,788.756,937.957,120.456,0.863,3.982,2.099,3.764,228.31,79.2
101.847,50.513,274.087,794.698,946.324,121.047,0.783,4.524,2.96,7.767,201.23,75.41
101.842,45.094,267.727,794.265,947.377,121.194,0.782,4.551,2.951,7.774,197.77,69.29
98.135,56.074,254.911,750.389,909.849,108.151,0.797,4.041,5.377,16.369,193.85,67.23
97.301,46.221,213.303,758.478,916.64,109.335,0.815,4.27,4.816,15.605,178.81,61.92
97.999,0.0,188.72,714.834,1121.754,108.064,0.8,3.1,4.0,14.4,158.53,57.67
97.811,48.96,219.107,763.754,910.96,107.807,0.782,3.787,3.736,14.841,181.77,65.59
106.529,66.875,272.602,796.823,940.828,120.19,0.782,4.274,2.763,7.769,211.1,77.17
119.041,59.843,278.351,796.364,935.468,121.046,0.799,4.282,2.336,7.713,223.4,79.09
104.319,61.657,276.956,793.657,949.538,127.611,0.783,4.445,2.689,7.63,208.24,76.32
97.549,25.364,286.074,736.663,952.726,115.729,0.827,4.042,3.645,11.585,191.51,67.07
105.441,68.25,272.602,796.823,939.77,120.295,0.782,4.274,2.76,7.792,210.4,77.09
97.975,5.8,248.953,677.436,1076.618,109.447,0.8,3.08,4.0,13.825,176.05,61.5
97.859,0.009,219.467,700.17,1014.914,120.849,0.803,3.092,4.008,17.929,166.07,59.22
97.975,5.8,247.855,677.436,1077.278,109.397,0.802,3.08,4.0,13.825,175.76,61.18
98.237,0.0,188.72,714.116,1119.548,107.913,0.8,3.173,4.0,14.4,158.77,58.0
98.0,0.0,150.0,759.0,1072.0,125.0,0.8,1.5,5.0,12.0,148.24,53.09
97.302,0.0,150.0,757.492,1092.782,126.203,0.8,1.5,5.0,12.0,147.58,52.91
104.575,61.901,273.673,793.657,949.538,126.136,0.783,4.456,2.862,7.344,207.73,76.17
101.806,49.824,274.087,795.837,945.732,121.193,0.782,4.529,3.205,7.833,200.96,75.24
98.043,5.829,193.574,670.167,1083.078,109.533,0.789,3.208,4.013,14.495,161.51,58.06
98.624,46.362,210.53,758.478,916.522,109.335,0.815,4.256,4.846,15.605,179.51,62.43
