PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
157.365,45.033,288.807,800.201,949.694,130.742,1.149,4.089,2.488,8.659,261.53,80.99
97.302,69.6,40.8,1015.4,908.015,94.326,0.1,0.0,0.2,0.1,141.57,44.58
97.302,69.6,40.8,1015.4,908.015,94.326,0.1,0.0,0.2,0.1,141.57,44.58
111.956,38.4,301.197,803.243,942.432,128.316,1.285,3.399,2.499,5.644,215.02,80.16
140.114,37.801,288.873,799.823,947.962,132.155,1.483,3.973,2.413,7.595,241.09,80.48
97.301,71.042,106.414,983.231,957.095,91.437,0.001,0.014,1.297,1.138,159.46,55.78
111.272,22.345,290.095,751.825,933.33,122.657,1.125,4.671,2.499,7.921,205.93,74.54
101.291,30.13,292.204,787.516,821.16,123.914,0.855,4.208,1.867,9.087,198.26,72.01
97.456,67.958,106.414,966.895,956.977,91.705,0.053,0.257,1.304,1.138,158.57,52.61
97.301,32.542,261.578,793.037,805.091,134.064,0.903,4.58,1.876,9.031,186.74,58.78
105.431,76.237,99.021,990.528,940.462,93.56,0.001,0.032,1.033,0.6,167.69,55.85
97.733,23.969,286.555,778.746,801.935,141.689,1.038,3.53,1.795,6.86,190.93,63.5
97.301,16.782,286.843,768.368,817.594,141.805,1.005,4.674,1.688,4.616,188.23,61.3
97.301,22.438,289.266,746.256,936.497,123.534,1.128,4.671,2.497,8.04,191.1,66.21
143.641,41.11,290.062,811.111,950.862,128.402,1.254,4.35,2.489,8.511,246.22,80.65
102.2,67.892,67.6,1025.733,983.917,90.8,0.0,0.202,1.1,0.0,153.53,50.33
97.301,67.9,66.7,1022.458,986.671,90.8,0.0,0.052,1.1,0.0,148.16,48.62
99.748,94.622,121.762,998.553,948.884,106.004,0.011,0.0,0.627,0.042,173.82,56.9
100.796,30.077,291.557,795.864,803.041,132.658,0.822,4.14,1.891,7.143,197.51,70.32
109.711,92.01,121.013,990.759,898.421,96.335,0.0,1.087,1.083,1.071,183.0,58.17
157.365,42.823,288.807,799.554,945.721,130.631,1.174,4.089,2.491,8.717,260.79,80.87
148.888,45.033,288.807,800.201,949.694,130.742,1.149,4.089,2.488,8.659,252.64,80.72
108.031,93.795,117.771,988.709,900.193,97.196,0.005,0.845,0.947,0.836,180.97,57.25
97.301,74.246,42.8,1067.94,964.899,99.293,0.0,0.002,0.893,0.0,143.97,47.47
99.75,93.781,121.77,997.507,952.296,105.29,0.006,0.0,0.636,0.04,173.56,56.13
111.584,34.188,304.795,802.853,952.07,128.66,1.236,3.349,2.403,7.396,214.23,79.78
97.301,65.894,102.646,1036.568,915.018,90.806,0.0,0.021,1.485,0.002,156.76,51.78
97.301,65.894,97.661,1019.443,938.316,90.864,0.011,0.02,1.233,3.761,155.49,51.07
97.325,67.957,68.371,1023.355,1006.199,90.775,0.0,0.005,1.113,0.0,148.72,49.58
99.808,24.709,297.418,770.362,793.926,138.819,1.023,3.529,1.87,7.954,196.16,69.18
111.934,39.129,296.241,800.876,941.771,128.316,1.216,3.399,2.372,5.521,213.92,77.99
99.795,24.709,297.418,770.362,794.403,138.212,1.023,3.508,1.87,8.002,196.15,68.43
100.592,23.824,288.775,763.396,920.639,122.457,1.063,4.566,2.547,8.808,194.86,67.51
148.888,44.301,288.807,800.201,949.653,131.439,1.149,4.709,2.488,8.659,252.4,80.66
97.885,68.765,46.282,1013.618,890.172,91.143,0.032,0.012,0.514,0.041,143.29,45.82
108.919,28.647,304.795,804.343,952.84,129.351,1.261,3.002,3.078,7.505,209.63,75.04
100.82,29.807,292.399,783.977,817.419,123.801,0.856,4.121,1.891,7.778,197.69,71.95
97.301,73.764,42.8,1067.94,964.899,100.947,0.012,0.002,0.893,0.536,143.81,47.28
98.968,18.992,286.843,773.986,815.186,146.977,1.022,4.674,1.646,7.372,190.7,62.15
109.308,33.88,304.595,800.874,952.619,129.358,1.238,3.349,2.403,6.881,211.69,77.02
140.14,38.0,288.714,799.758,947.962,131.896,1.483,3.94,2.492,7.606,241.14,80.5
97.301,22.438,290.02,738.158,934.241,123.341,1.02,4.671,2.497,7.772,191.27,66.99
111.934,39.129,296.241,800.876,941.534,128.316,1.26,3.399,2.834,5.521,213.91,77.68
110.571,29.376,289.386,776.603,927.543,121.579,1.217,3.504,2.501,5.379,207.36,74.92
98.492,22.694,290.02,746.256,934.241,122.657,1.039,4.668,2.497,7.732,192.63,67.44
98.765,15.46,286.868,774.236,811.199,146.865,0.983,4.674,1.635,7.43,189.32,62.14
108.151,93.795,117.771,988.709,905.042,97.196,0.011,0.845,0.892,0.837,181.12,57.43
109.767,28.921,304.795,800.874,952.84,129.351,1.236,3.344,2.403,7.487,210.6,76.87
97.885,68.765,46.282,1013.618,890.172,91.143,0.032,0.012,0.514,0.041,143.29,45.82
109.767,28.647,304.795,804.343,952.84,129.351,1.261,3.002,3.078,7.505,210.52,75.89
