gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,309.86,49.21,1,1,0.1212
1,200.29,47.01,1,1,0.0668
1,269.04,49.99,1,1,0.0673
1,167.03,44.12,0,0,0.064
1,237.76,48.08,1,1,0.1059
2,330.7,63.52,1,0,0.1186
2,278.41,57.94,1,0,0.0139
2,284.35,58.81,1,0,0.0198
2,187.68,48.58,1,1,0.0284
2,186.26,47.25,1,1,0.0313
3,392.27,60.75,0,1,0.1713
3,289.64,55.68,1,1,0.0355
3,323.52,63.62,1,0,0.0197
3,198.09,56.17,0,0,0.0906
3,192.65,45.83,1,1,0.054
4,256.99,53.22,1,1,0.0216
4,374.55,58.32,0,1,0.1287
4,217.31,52.2,1,0,0.0326
4,167.21,46.24,1,0,0.0244
4,195.83,48.01,1,1,0.0302
5,181.25,46.95,1,1,0.0221
5,200.8,47.44,1,1,0.0311
5,182.46,52.61,0,0,0.0344
5,156.65,46.42,0,0,0.029
5,175.43,47.64,1,1,0.0044
6,190.88,49.22,1,1,0.011
6,184.44,48.95,1,1,0.0136
6,178.34,48.57,1,1,0.0084
6,197.46,52.96,0,0,0.0319
6,171.73,45.23,0,1,0.0168
7,210.63,49.8,1,1,0.0184
7,167.3,48.03,1,0,0.0164
7,196.88,50.71,1,0,0.0082
7,156.97,45.43,0,0,0.0295
7,216.89,45.16,1,1,0.0716
8,173.79,49.02,1,1,0.0
8,230.98,51.21,0,1,0.0308
8,206.86,50.28,1,1,0.019
8,198.15,55.39,0,0,0.0529
8,192.46,47.47,1,1,0.0352
9,200.3,51.25,1,0,0.0112
9,200.36,52.22,1,0,0.0105
9,188.26,49.82,1,1,0.0146
9,182.2,50.75,0,0,0.0199
9,184.91,47.62,1,1,0.0378
10,188.34,50.88,1,0,0.0108
10,205.73,44.21,1,1,0.0798
10,161.03,45.85,1,0,0.0
10,155.48,49.28,0,0,0.0274
10,167.3,48.03,1,1,0.0
11,167.3,48.03,1,1,0.0
11,167.3,48.03,1,1,0.0
11,167.3,48.03,1,1,0.0
11,156.97,45.43,0,0,0.0121
11,167.3,48.03,1,1,0.0
12,410.55,49.47,0,1,0.3245
12,155.39,46.65,0,0,0.0122
12,388.07,48.79,0,1,0.2752
12,156.65,45.19,0,0,0.0159
12,167.3,48.03,1,1,0.0
13,171.99,46.43,1,1,0.0221
13,187.04,48.49,1,1,0.0306
13,167.3,48.03,1,1,0.0
13,156.34,45.47,0,0,0.0139
13,208.82,48.85,0,1,0.0567
14,174.83,48.57,0,1,0.0149
14,178.3,46.95,1,1,0.0295
14,168.78,50.82,0,0,0.0135
14,154.03,47.22,0,0,0.0182
14,169.37,48.53,1,0,0.0
15,166.66,46.02,1,1,0.012
15,398.31,55.75,0,1,0.2802
15,155.77,51.04,0,0,0.0376
15,155.77,47.94,0,0,0.0206
15,155.77,49.76,0,0,0.0279
16,179.22,52.57,1,0,0.0156
16,182.36,50.78,1,1,0.0076
16,198.15,51.94,1,1,0.0276
16,108.01,29.75,0,0,0.2326
16,191.53,50.73,1,1,0.0258
17,443.64,48.87,0,1,0.4268
17,283.4,53.2,0,1,0.0823
17,322.91,51.65,0,1,0.154
17,167.53,49.9,0,0,0.0099
17,162.44,45.37,0,1,0.0108
18,410.24,47.54,0,1,0.3598
18,374.55,47.3,0,1,0.2866
18,164.54,49.55,0,0,0.0091
18,194.81,54.77,0,0,0.0071
18,168.09,46.61,1,1,0.0197
19,188.91,55.06,0,0,0.0115
19,322.28,50.94,0,1,0.1541
19,165.4,47.6,0,1,0.0065
19,156.97,45.43,0,0,0.0042
19,163.81,46.79,1,1,0.0108
20,168.6,48.13,0,1,0.0152
20,364.35,58.43,1,1,0.1938
20,164.61,48.03,1,1,0.0087
20,150.39,50.13,0,0,0.0368
20,162.75,47.88,1,1,0.0039
21,228.35,53.21,0,1,0.0478
21,163.26,47.11,1,1,0.0068
21,166.9,46.9,1,1,0.0169
21,155.02,47.32,0,0,0.0097
21,161.25,47.47,1,0,0.0009
