gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,252.13,48.36,1,1,0.0802
1,292.4,46.96,1,1,0.0552
1,212.91,52.02,1,0,0.0583
1,156.5,49.72,0,0,0.1132
1,234.41,55.26,1,0,0.1268
2,210.99,45.83,1,1,0.0471
2,228.91,51.71,1,1,0.0428
2,287.89,52.56,0,1,0.1495
2,198.55,52.79,0,0,0.0321
2,197.61,46.39,0,1,0.0231
3,190.56,48.93,1,0,0.016
3,263.73,51.95,0,1,0.0953
3,243.6,48.06,1,1,0.0645
3,210.24,48.43,1,1,0.0249
3,220.78,49.53,1,1,0.0334
4,236.53,48.88,1,1,0.0668
4,258.29,45.96,1,1,0.1318
4,211.95,52.02,1,0,0.002
4,191.92,48.21,1,1,0.0089
4,201.31,52.91,1,0,0.0319
5,203.19,51.47,1,1,0.011
5,272.56,54.82,1,1,0.1104
5,197.05,47.31,1,1,0.0299
5,182.98,52.33,0,0,0.034
5,222.16,53.37,1,0,0.0394
6,349.5,47.95,1,1,0.1488
6,232.03,52.98,1,1,0.0274
6,275.06,52.05,0,1,0.1242
6,207.85,52.76,0,1,0.0116
6,244.86,53.99,1,1,0.0398
7,194.71,50.59,1,1,0.0093
7,205.76,50.94,1,1,0.0253
7,176.21,47.67,1,0,0.0269
7,188.11,47.64,1,1,0.04
7,188.73,49.71,1,1,0.0187
8,480.89,57.05,0,1,0.2746
8,176.21,47.67,1,1,0.0
8,221.92,49.98,1,1,0.0588
8,155.76,48.13,0,0,0.0562
8,177.21,49.14,1,0,0.0036
9,194.47,49.19,1,1,0.0348
9,202.06,48.31,1,1,0.0473
9,188.56,50.39,1,1,0.0218
9,186.2,52.82,0,0,0.0067
9,173.39,49.71,0,0,0.0115
10,175.81,48.55,1,0,0.0001
10,175.81,48.55,1,0,0.0001
10,175.81,48.55,1,0,0.0001
10,175.81,48.55,1,0,0.0001
10,175.81,48.55,1,0,0.0001
11,205.58,49.26,1,1,0.0424
11,379.12,52.86,0,1,0.1122
11,186.07,52.52,1,0,0.0033
