PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
201.607,86.924,186.726,539.4,1346.355,127.55,4.248,7.287,101.902,0.0,295.48,65.56
97.301,35.485,3.201,476.111,759.672,94.187,22.412,41.325,39.076,282.285,118.5,42.44
100.038,31.664,186.071,829.627,1364.59,154.688,16.553,37.304,33.231,402.27,171.55,51.97
157.31,27.391,258.407,989.885,965.919,172.139,12.662,67.257,51.118,0.0,248.21,60.41
163.918,28.062,258.913,968.021,854.129,170.256,12.662,63.26,51.06,21.518,255.02,63.01
182.319,95.598,167.679,579.098,1325.5,124.424,4.301,0.0,113.258,0.0,273.1,63.34
101.568,35.973,285.906,1067.94,866.901,202.452,9.971,53.524,46.246,30.191,199.71,57.56
118.197,28.693,300.432,1006.747,835.068,205.87,10.136,59.414,46.917,33.588,218.3,60.32
100.279,52.047,82.505,473.453,737.732,118.028,21.258,40.581,19.042,319.065,147.91,51.13
100.204,30.347,195.084,817.3,1364.59,149.306,16.611,37.48,32.224,391.965,173.64,53.73
97.301,36.577,54.51,473.453,743.827,93.866,21.67,41.657,39.143,305.9,132.34,47.22
111.231,57.434,272.185,1023.338,765.507,193.064,10.879,54.263,44.665,46.279,212.76,58.94
108.795,11.123,262.279,1036.725,758.641,203.643,9.174,60.87,45.329,44.694,192.41,55.43
108.697,35.767,285.906,1067.94,915.407,202.222,9.629,53.552,46.142,44.694,207.29,57.82
97.97,59.4,15.937,473.453,756.885,92.339,23.732,42.314,32.798,346.211,130.39,46.23
200.627,86.322,174.735,569.918,1346.614,127.159,3.76,9.335,104.166,0.0,291.16,64.57
100.279,52.047,60.258,473.453,737.04,118.942,21.115,37.475,19.042,319.065,142.03,48.59
160.945,27.263,258.196,992.242,973.613,171.511,12.662,62.871,50.294,0.0,251.96,61.25
105.271,8.862,260.737,1067.213,755.119,209.072,9.44,55.22,35.932,38.887,187.63,53.85
188.957,104.006,171.408,571.022,1312.926,125.463,6.056,11.358,122.365,0.0,283.73,63.96
118.197,28.693,297.507,1006.747,835.068,209.0,12.057,59.29,46.917,9.397,217.53,60.15
106.088,8.862,260.043,1038.191,755.119,205.467,9.44,55.22,32.71,38.887,188.23,54.22
97.301,38.147,27.626,514.995,751.124,90.775,21.875,44.065,39.406,305.9,125.9,45.03
97.301,38.712,9.013,486.445,746.28,91.782,23.732,38.765,39.143,304.032,121.07,43.64
100.281,50.953,77.162,473.453,751.295,117.919,21.966,42.52,18.361,320.391,146.19,50.13
97.301,38.147,24.702,473.453,758.876,90.775,21.67,41.956,39.143,305.9,125.04,44.56
108.42,11.123,262.279,1036.725,775.469,204.66,9.645,53.664,45.338,44.694,192.08,55.31
188.957,107.433,171.408,571.475,1312.926,124.929,6.056,11.518,122.365,0.0,284.86,64.11
97.301,38.15,3.652,473.453,758.86,92.643,21.652,42.077,39.143,305.882,119.49,43.33
100.279,52.047,64.188,473.453,727.096,118.942,20.451,37.475,19.042,304.161,143.03,49.23
