PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
203.337,98.951,145.756,753.514,1015.376,144.034,1.889,60.453,113.135,442.13,289.75,67.34
97.301,32.92,56.138,690.355,991.335,132.496,0.0,71.827,118.452,382.349,133.05,48.35
109.255,35.659,281.331,700.158,926.238,134.907,23.732,75.349,30.085,361.228,205.71,65.07
161.412,90.778,180.766,753.774,1021.758,145.066,1.135,64.19,114.948,446.843,252.4,65.14
199.945,95.021,150.403,750.52,1015.41,144.005,1.889,60.895,113.272,443.27,286.12,66.85
175.289,90.041,193.417,737.397,996.153,147.531,0.695,63.462,116.756,411.655,269.9,66.63
97.678,18.124,268.737,660.558,941.918,130.194,23.704,72.289,35.035,421.758,184.46,60.62
109.779,35.615,275.333,712.707,923.26,134.793,23.709,71.767,31.361,368.233,204.69,63.75
100.599,60.886,172.787,729.352,993.961,111.986,0.096,65.225,116.429,373.868,176.59,59.81
97.301,59.486,129.141,689.1,1020.559,115.172,0.418,75.349,125.186,334.756,161.14,56.51
101.117,35.021,267.976,670.869,925.201,134.93,20.308,70.897,33.507,354.926,193.37,63.54
98.505,30.636,56.138,690.355,1022.098,131.848,0.0,71.839,118.452,408.503,133.68,49.65
97.981,59.918,128.427,685.279,1020.559,115.172,0.422,75.349,125.186,334.756,161.8,57.99
98.505,51.621,56.44,690.221,1032.183,126.269,0.107,71.737,125.186,405.711,140.68,50.77
101.319,59.436,171.494,729.05,994.34,111.252,0.032,66.64,116.407,374.996,176.53,59.36
109.798,35.612,275.688,712.97,923.26,134.788,23.709,71.683,31.331,368.303,204.8,64.61
98.654,52.231,71.228,743.865,1116.789,134.073,0.726,71.339,119.917,412.078,145.39,53.53
98.505,53.903,56.499,690.355,1033.613,126.269,0.042,71.807,124.943,404.0,141.45,52.04
99.808,46.659,104.368,666.033,997.014,137.021,0.0,73.383,119.344,364.663,152.88,55.05
97.684,18.124,269.685,660.558,941.946,130.194,23.719,72.286,35.035,421.046,184.72,61.29
169.37,91.684,176.394,746.964,994.821,146.683,1.417,60.03,122.374,420.232,259.76,65.9
98.505,53.903,56.499,690.355,1033.613,126.259,0.0,71.807,124.94,405.773,141.45,52.04
99.45,25.087,269.812,602.637,929.98,128.97,20.985,71.019,30.927,363.009,188.69,62.18
164.035,91.891,180.766,753.774,1021.758,144.996,1.17,64.19,114.948,417.742,255.51,65.47
98.654,51.921,71.349,734.272,1117.117,134.059,0.0,71.339,120.154,416.799,145.3,52.83
98.398,43.603,58.782,690.01,1034.236,126.269,0.0,71.716,125.186,345.766,138.56,50.2
98.585,40.319,55.886,670.196,1045.646,133.722,0.0,71.825,117.095,408.56,136.91,49.81
98.559,52.627,77.795,690.395,1035.452,126.298,0.771,71.978,124.794,385.565,146.72,54.05
101.319,57.016,167.594,728.075,1075.187,113.225,0.083,67.004,119.37,374.224,175.0,58.44
97.981,60.615,149.039,691.38,994.579,117.114,0.388,75.237,120.773,353.042,167.39,58.37
100.339,39.375,131.016,669.439,943.545,137.013,0.0,70.066,120.606,367.48,157.89,56.28
101.319,58.298,167.594,728.075,1074.632,113.225,0.0,67.004,117.42,375.22,175.42,58.48
171.851,97.674,176.331,751.486,1017.969,146.799,1.073,63.659,114.956,414.805,264.41,66.22
99.455,24.8,281.524,660.717,925.453,128.65,22.772,72.005,30.927,357.311,191.83,63.13
97.981,60.794,128.427,692.169,1023.381,116.41,0.637,75.349,122.224,319.558,162.12,58.22
98.582,52.627,79.275,690.419,1033.744,126.709,0.772,71.913,120.788,417.103,147.12,54.46
173.436,93.49,193.852,743.27,997.85,146.484,0.763,61.64,113.991,422.232,269.23,66.39
169.295,91.684,176.394,752.112,996.447,144.723,0.749,63.282,114.948,417.934,259.7,65.51
99.453,20.628,282.915,626.97,919.94,128.65,22.758,72.007,30.615,356.746,190.72,62.51
97.981,60.633,106.787,686.71,1020.528,115.662,0.43,75.349,125.186,351.269,156.32,55.29
98.505,51.621,55.79,690.518,1032.183,126.269,0.088,71.74,125.186,405.711,140.51,50.54
98.654,51.921,71.349,734.272,1116.789,134.059,0.0,71.339,119.917,421.309,145.3,52.83
98.537,54.717,83.856,748.509,1073.242,134.801,0.74,71.417,121.474,430.597,149.27,54.86
97.712,18.124,283.103,576.16,941.946,130.191,23.696,71.53,33.761,420.977,188.07,61.58
97.981,60.615,149.039,691.38,977.751,117.114,0.0,75.237,120.773,322.871,167.33,58.3
99.45,24.8,280.577,626.97,925.426,128.65,22.758,72.007,30.927,358.022,191.48,62.77
171.851,98.388,176.331,751.82,1017.938,147.826,1.081,63.659,114.956,414.775,264.64,66.32
161.412,91.3,180.766,753.774,1021.758,144.996,1.135,64.19,114.948,418.391,252.57,65.18
99.423,26.339,263.296,561.143,919.279,128.931,20.985,70.943,30.582,363.009,187.21,61.57
98.735,38.176,137.069,667.585,949.843,137.167,0.0,70.489,120.029,370.357,157.43,55.92
