PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
110.271,73.285,263.329,751.596,1020.86,146.422,0.426,1.652,120.431,148.562,214.85,71.66
97.301,0.019,69.017,945.54,519.887,116.125,4.92,63.171,16.623,357.313,124.58,45.04
98.148,56.465,236.102,733.07,1002.158,116.477,0.631,6.452,91.562,165.423,189.32,66.54
97.301,31.745,180.72,732.211,1043.829,116.806,0.826,4.97,91.318,153.247,165.86,55.39
97.671,0.0,139.756,969.155,537.967,115.997,8.449,53.044,33.113,365.046,143.76,51.06
102.722,83.902,236.269,672.925,999.515,136.142,3.918,0.0,115.097,128.545,202.99,66.72
97.358,0.019,74.569,995.211,479.193,116.121,7.631,70.014,15.885,345.279,126.08,46.1
98.16,0.0,117.793,969.491,702.656,127.299,8.902,54.19,19.658,376.214,139.09,48.79
101.519,31.963,180.803,732.211,1039.55,116.806,0.959,4.97,91.395,153.259,170.36,56.76
98.187,3.553,89.807,966.423,701.987,120.655,7.345,62.501,21.261,405.433,132.88,47.08
98.706,43.47,129.278,742.704,1146.163,102.792,1.305,2.035,81.398,140.63,158.0,55.3
108.631,84.157,253.733,753.566,1018.47,146.674,3.472,4.171,100.45,119.774,214.16,69.04
97.905,4.779,119.526,964.176,604.6,115.98,8.124,53.044,33.329,375.515,140.47,50.19
98.187,0.0,100.135,965.353,684.057,119.296,8.599,61.182,22.652,405.433,134.38,47.72
97.762,53.764,235.189,736.625,1001.824,115.998,0.667,7.317,92.845,163.367,187.8,65.47
97.807,0.516,158.69,954.63,696.339,126.154,8.986,38.018,29.561,411.159,149.62,52.05
102.622,92.291,240.112,670.529,1017.862,146.9,3.645,5.996,110.737,147.026,206.72,67.65
97.817,0.511,160.803,954.63,579.571,126.239,9.032,38.306,29.561,426.918,149.76,53.29
97.301,53.164,216.276,729.262,990.82,117.487,0.66,2.06,77.308,197.049,182.07,62.39
98.497,29.932,131.982,747.981,1148.801,101.118,1.535,2.054,83.758,140.63,154.08,54.52
97.301,54.027,219.257,729.262,985.937,117.976,0.66,2.262,77.308,215.236,183.12,64.01
97.997,45.731,228.227,748.687,1014.344,117.006,0.0,0.376,92.719,189.496,183.65,64.77
109.36,68.266,256.2,737.695,1019.939,144.569,3.591,0.812,101.989,146.172,210.33,68.17
102.722,83.902,236.269,680.58,999.515,141.034,3.831,1.931,114.218,144.859,203.01,67.03
109.876,73.494,256.2,752.724,1019.845,146.45,3.588,1.652,121.261,146.377,212.62,68.64
97.37,50.611,211.808,740.336,982.768,117.976,0.484,2.54,77.111,229.667,180.12,59.37
98.665,29.932,131.982,747.981,1148.801,100.82,1.535,2.054,83.756,140.63,154.26,54.85
99.215,48.175,178.942,751.223,1158.377,115.33,0.736,6.523,88.288,152.16,173.26,58.39
97.301,51.881,215.319,728.831,982.044,117.976,0.484,2.54,75.869,215.236,181.36,61.51
101.492,32.368,183.591,740.35,1029.834,116.806,0.0,0.323,88.508,124.998,171.18,57.91
