PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
136.982,12.635,305.262,963.06,805.965,144.89,10.443,4.173,71.725,0.931,233.78,66.88
97.301,5.594,50.292,953.139,472.223,90.775,7.797,17.556,69.899,0.0,121.31,45.22
97.301,5.594,50.292,953.139,472.223,90.775,7.797,17.556,69.899,0.0,121.31,45.22
97.677,20.032,85.766,967.912,745.866,116.071,7.335,0.35,83.345,26.193,136.85,47.64
97.598,19.56,293.871,957.863,833.646,129.351,9.815,4.637,68.627,30.146,191.86,60.34
97.301,0.0,169.505,957.934,666.117,90.901,8.825,8.779,74.401,0.0,151.68,52.03
109.89,21.764,321.145,963.177,843.34,148.315,11.241,3.941,75.943,16.176,212.71,65.8
97.301,25.599,177.723,965.857,695.665,93.1,8.716,8.436,80.984,0.462,162.37,53.85
104.108,21.993,304.211,972.394,732.409,142.781,9.428,3.923,78.202,0.0,201.87,62.07
97.641,18.042,267.1,958.02,645.305,129.811,9.856,4.524,66.462,6.025,183.64,58.99
97.301,25.484,181.635,964.743,841.022,95.187,8.881,7.909,73.429,0.453,163.9,55.25
97.301,9.545,59.399,966.896,544.364,92.31,7.739,10.276,68.213,0.508,125.31,46.6
103.958,21.684,311.078,972.209,749.321,148.13,11.164,3.918,76.238,17.086,203.49,63.49
97.622,5.955,259.71,880.346,608.572,116.156,8.357,10.268,69.661,30.582,177.37,58.21
97.301,23.403,118.143,968.062,745.718,116.47,8.741,0.311,79.392,0.572,146.11,50.85
97.301,5.955,258.637,867.254,611.606,115.961,8.369,10.268,72.225,29.138,176.72,57.05
137.076,12.635,300.754,963.06,805.933,144.89,10.443,6.427,69.889,0.931,232.69,66.69
118.778,21.794,321.145,963.172,843.953,146.73,11.236,4.161,75.943,15.71,222.04,66.32
101.059,28.741,194.257,965.514,701.173,118.019,8.365,2.909,66.524,0.002,171.73,55.63
101.059,28.741,198.792,965.793,701.173,118.019,8.369,2.909,66.524,0.002,172.92,56.12
109.89,21.876,302.484,963.176,842.666,145.628,11.241,3.941,76.011,0.0,207.82,64.91
97.686,18.748,288.553,957.825,645.371,129.114,9.859,5.153,64.886,0.002,189.58,59.49
118.778,21.67,316.468,963.172,853.56,146.934,11.179,4.161,75.943,15.71,220.8,66.29
109.779,21.748,301.236,961.324,842.666,146.031,11.169,3.884,76.011,16.176,207.33,64.46
97.301,0.0,131.583,965.119,658.318,94.383,8.897,7.436,70.246,0.0,141.65,49.94
97.301,0.0,173.864,963.109,656.627,92.262,8.831,8.346,81.408,0.0,152.81,53.53
97.301,9.656,58.702,966.966,554.789,92.31,7.739,10.916,68.213,0.508,125.2,46.4
97.687,24.15,91.251,967.906,753.12,101.723,7.815,0.0,82.085,0.0,139.69,48.52
97.301,0.0,130.737,950.586,659.073,94.383,8.897,7.436,70.246,23.028,141.4,48.84
97.301,23.403,118.143,947.946,745.718,116.47,8.737,7.52,79.471,0.572,146.06,50.15
