gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,227.12,54.62,1,0,0.1068
1,167.21,47.7,1,0,0.0834
1,294.5,54.86,0,0,0.0613
1,284.77,50.14,1,1,0.0155
1,256.85,46.57,1,1,0.0785
2,221.62,50.68,1,0,0.0469
2,202.34,51.57,1,0,0.0224
2,254.32,55.72,1,0,0.0754
2,274.32,54.68,1,0,0.1291
2,244.96,52.03,1,1,0.0569
3,209.33,53.6,1,0,0.0298
3,202.67,51.56,0,1,0.0009
3,227.95,48.62,1,1,0.0727
3,260.69,55.12,1,1,0.0187
3,364.62,60.67,1,0,0.0559
4,192.61,52.91,1,0,0.0224
4,198.2,53.03,0,0,0.0192
4,219.09,53.07,1,1,0.0226
4,287.58,57.07,1,0,0.0925
4,220.35,51.96,1,1,0.0282
5,193.64,49.17,1,1,0.0423
5,167.71,50.66,1,0,0.0184
5,242.18,49.02,1,1,0.0803
5,166.84,44.22,1,1,0.0332
5,211.25,52.42,1,1,0.0431
6,210.5,53.1,1,1,0.0368
6,154.03,47.22,0,0,0.0338
6,154.03,47.22,0,0,0.0338
6,154.03,47.22,0,0,0.0338
6,154.03,47.22,0,0,0.0338
7,166.95,48.16,1,1,0.0026
7,189.67,52.19,1,1,0.0357
7,199.01,53.91,1,0,0.0055
7,166.76,48.5,1,0,0.0012
7,172.19,53.06,1,0,0.0002
8,245.78,52.67,1,1,0.0442
8,237.98,54.56,1,1,0.0457
8,189.45,51.25,1,1,0.0398
8,200.08,51.06,1,1,0.0323
8,209.97,52.94,1,1,0.0319
9,185.75,52.77,1,1,0.0367
9,187.58,52.18,0,1,0.0377
9,182.52,51.57,1,1,0.0522
9,159.53,47.26,1,0,0.0002
9,231.55,62.59,0,0,0.072
10,162.99,50.13,1,1,0.0124
10,107.38,34.6,0,0,0.2016
10,199.06,53.95,1,1,0.0114
10,209.05,52.8,1,1,0.0354
10,166.79,55.29,1,0,0.0094
11,210.37,48.1,1,1,0.1201
11,196.62,53.47,0,1,0.0649
11,166.95,47.64,1,1,0.0207
11,222.66,51.1,1,1,0.0965
11,185.94,51.64,0,1,0.0634
12,173.77,50.49,0,1,0.037
12,182.46,51.74,1,1,0.0547
12,159.0,46.34,0,0,0.0027
12,158.97,45.42,1,1,0.0084
12,164.99,48.6,1,1,0.0197
13,177.03,52.77,0,1,0.0345
13,182.42,53.01,0,1,0.048
13,206.04,42.97,1,1,0.1355
13,186.12,47.2,1,1,0.0771
13,160.4,51.2,1,1,0.0001
14,210.87,52.37,0,1,0.0716
14,182.79,52.28,0,1,0.0548
14,310.89,48.97,1,1,0.1511
14,228.07,54.41,0,1,0.0692
14,385.71,50.84,1,1,0.3022
15,176.36,50.4,1,1,0.0468
15,234.01,56.36,0,1,0.0704
15,183.06,51.48,0,1,0.0594
15,200.06,54.53,0,1,0.0366
15,185.4,51.34,1,1,0.0658
16,173.85,50.23,0,1,0.0409
16,196.26,53.44,0,1,0.0463
16,162.43,49.72,1,1,0.0093
16,155.85,44.94,1,1,0.0094
16,160.26,46.73,1,1,0.0081
17,158.93,47.97,1,1,0.0012
17,172.83,53.39,0,1,0.0249
17,166.04,43.61,1,1,0.0411
17,159.05,49.75,1,0,0.0002
17,361.98,50.93,0,1,0.2382
18,160.52,48.26,1,1,0.0065
18,156.96,48.26,0,0,0.0053
18,152.57,45.52,1,0,0.0006
18,202.61,56.56,1,0,0.0077
18,157.78,55.35,1,0,0.003
19,156.05,46.11,1,1,0.0116
19,173.51,49.55,0,1,0.059
19,177.12,46.83,1,1,0.0657
19,180.62,47.54,1,1,0.0752
19,201.94,50.64,1,1,0.0761
20,153.16,47.22,1,1,0.0
20,198.57,55.52,0,1,0.0289
20,156.1,52.63,1,1,0.0003
20,190.43,49.8,0,1,0.0963
20,466.52,49.74,0,1,0.4295
21,159.86,53.92,0,1,0.0171
21,162.17,47.01,0,1,0.0278
21,176.82,53.02,1,1,0.0568
21,197.18,52.02,0,1,0.0685
21,167.99,47.92,1,1,0.041
22,153.03,45.46,1,1,0.0284
22,180.7,50.81,0,1,0.0707
22,154.86,48.18,1,0,0.0052
22,164.31,47.62,1,1,0.0313
22,178.85,50.67,1,1,0.0664
23,182.93,49.51,1,1,0.0782
23,157.02,47.12,0,1,0.0133
23,195.93,52.43,0,1,0.0607
23,193.27,39.04,1,1,0.1472
23,167.38,50.03,1,1,0.0401
24,178.26,55.16,1,1,0.0388
24,145.42,43.2,1,0,0.0501
24,207.19,46.12,1,1,0.1342
24,190.56,47.6,1,1,0.0979
24,195.73,52.51,1,1,0.0583
25,184.07,53.36,0,1,0.0484
25,134.73,39.02,0,0,0.0555
25,147.38,48.19,1,1,0.0001
25,219.22,51.85,1,1,0.0844
25,195.03,52.47,1,1,0.0595
26,171.56,51.75,1,1,0.042
26,157.02,47.35,0,1,0.0281
26,209.41,54.23,1,1,0.0493
26,247.54,50.75,0,1,0.1118
26,189.43,50.72,1,1,0.0766
27,193.43,52.68,0,1,0.056
27,145.42,43.2,1,1,0.0
27,147.38,48.19,1,1,0.0001
27,150.94,49.53,1,0,0.0001
27,155.78,52.63,1,1,0.0009
28,153.38,41.79,0,1,0.0282
28,166.95,51.19,0,1,0.0332
28,226.02,49.99,1,1,0.1133
28,145.34,43.47,0,0,0.0012
28,196.45,51.93,1,1,0.0655
29,169.78,51.09,0,1,0.0404
29,150.81,45.52,1,1,0.0183
29,166.74,41.16,0,1,0.0665
29,221.92,53.93,0,1,0.0693
29,163.75,50.99,0,1,0.028
30,152.06,44.11,1,1,0.0163
30,145.39,44.82,1,0,0.0057
30,391.95,49.08,1,1,0.3485
30,171.61,47.03,1,1,0.0623
30,158.65,42.96,1,1,0.0375
31,150.77,47.77,1,1,0.0096
31,145.39,44.82,1,1,0.0
31,156.87,49.01,0,1,0.0173
31,147.29,48.32,1,1,0.0
31,150.94,49.53,1,1,0.0
32,147.54,47.44,1,1,0.0055
32,155.48,47.2,0,1,0.024
32,402.88,48.31,0,1,0.3786
32,258.4,69.44,1,0,0.0691
32,179.5,46.78,1,1,0.0841
33,143.52,43.36,1,0,0.0027
33,145.39,44.82,1,1,0.0
33,147.24,47.86,1,1,0.0007
33,229.35,57.54,1,1,0.048
33,166.69,49.15,0,1,0.0433
34,153.31,47.61,1,1,0.017
34,158.59,48.58,1,1,0.0235
34,167.27,48.78,1,1,0.0455
34,166.39,49.65,1,1,0.0422
34,174.18,54.72,0,1,0.0453
35,145.39,44.44,1,1,0.0047
35,266.33,46.17,1,1,0.2023
35,150.6,44.16,1,1,0.0166
35,194.77,46.53,0,1,0.1246
35,428.8,45.94,0,1,0.5354
36,154.63,47.46,1,1,0.0227
36,167.27,50.44,0,1,0.0449
36,161.18,51.23,1,1,0.0314
36,186.69,61.28,0,0,0.0577
36,154.57,47.64,1,1,0.0212
37,161.23,49.86,1,1,0.028
37,180.47,52.7,1,1,0.0721
37,140.21,42.43,1,1,0.0111
37,232.68,56.74,1,1,0.0555
37,347.77,63.32,0,1,0.2625
38,143.77,44.76,1,0,0.0003
38,139.41,43.4,1,0,0.0
38,185.78,49.67,1,1,0.102
38,206.02,48.97,0,1,0.1097
38,151.18,45.51,0,1,0.0156
39,150.68,44.93,1,1,0.0151
39,145.53,45.6,1,0,0.0023
39,144.63,45.92,1,0,0.0064
39,146.13,43.18,1,1,0.0186
39,375.55,50.35,1,1,0.3854
40,148.49,45.51,1,1,0.0115
40,139.41,43.4,1,1,0.0
40,143.82,48.04,0,0,0.0063
40,219.3,50.23,1,1,0.1028
40,150.9,46.68,0,1,0.0147
41,139.43,44.97,1,0,0.0
41,144.63,45.92,1,1,0.0
41,139.41,43.4,1,1,0.0
41,258.5,48.76,1,1,0.1774
41,307.38,54.52,0,1,0.2231
42,139.43,44.97,1,1,0.0
42,139.41,43.4,1,1,0.0
42,144.33,45.2,1,1,0.0001
42,144.63,45.92,1,1,0.0
42,140.24,44.98,1,0,0.0
43,147.84,44.85,1,1,0.0105
43,139.41,43.4,1,1,0.0
43,139.43,44.97,1,1,0.0
43,176.74,47.47,0,1,0.0784
43,139.43,44.97,1,1,0.0
44,139.43,44.97,1,1,0.0
44,139.43,44.97,1,1,0.0
44,139.43,44.97,1,1,0.0
44,139.43,44.97,1,1,0.0
44,139.43,44.97,1,1,0.0
45,170.33,50.1,1,1,0.0609
45,139.39,43.94,0,0,0.0007
45,340.18,55.56,0,1,0.2822
45,388.75,48.44,0,1,0.436
45,509.32,48.63,0,1,0.7471
46,146.3,48.61,1,1,0.0
46,146.3,48.61,1,1,0.0
46,146.3,48.61,1,1,0.0
46,139.41,43.94,1,1,0.0007
46,399.31,50.55,0,1,0.4534
47,139.41,43.94,1,1,0.0007
47,139.41,43.94,1,1,0.0007
47,139.41,43.94,1,1,0.0007
47,139.41,43.94,1,1,0.0007
47,139.41,43.94,1,1,0.0007
48,145.45,48.19,1,1,0.0
48,139.36,44.36,1,0,0.003
48,329.4,50.29,0,1,0.2953
48,394.69,51.44,0,1,0.4454
48,402.83,51.88,0,1,0.4636
49,145.45,48.19,1,1,0.0
49,182.53,53.44,0,1,0.0714
49,143.46,46.97,1,0,0.0005
49,219.3,51.27,1,1,0.1276
49,145.45,48.19,1,1,0.0
50,187.86,51.21,1,1,0.0936
50,166.95,50.81,0,1,0.0492
50,198.01,48.86,1,1,0.1233
50,216.2,50.14,1,1,0.1313
50,176.33,48.58,1,1,0.0761
51,242.5,65.7,1,1,0.0081
51,156.39,47.62,0,1,0.0306
51,204.44,50.5,1,1,0.1114
51,388.75,51.88,1,1,0.4328
51,333.46,65.54,1,1,0.2321
52,143.46,47.24,1,1,0.0
52,180.47,52.78,1,1,0.0749
52,263.73,51.95,0,1,0.1736
52,145.34,42.91,1,1,0.02
52,466.15,46.03,0,1,0.6558
53,139.28,44.51,0,0,0.0017
53,139.2,43.86,1,1,0.0001
53,140.34,45.07,1,1,0.0009
53,244.56,61.83,0,1,0.0704
53,474.14,50.24,0,1,0.6681
54,151.08,45.09,1,1,0.0288
54,138.88,39.38,0,0,0.0516
54,145.22,44.14,0,1,0.0162
54,205.78,46.1,1,1,0.1662
54,287.15,55.26,1,1,0.1964
55,224.22,54.5,1,1,0.1249
55,180.52,53.73,1,1,0.0664
55,375.92,58.51,1,1,0.3951
55,160.49,39.49,1,1,0.0771
55,294.5,44.8,1,1,0.3223
56,148.04,45.33,1,1,0.0203
56,139.17,44.38,0,0,0.0006
56,139.35,45.03,1,0,0.0009
56,139.36,44.36,1,1,0.0
56,139.38,45.0,1,1,0.0012
57,158.25,38.28,0,1,0.0826
57,139.17,44.38,0,0,0.0047
57,274.21,52.59,1,1,0.2189
57,206.1,45.48,1,1,0.1688
57,391.58,48.01,0,1,0.4846
58,142.76,46.73,1,0,0.007
58,180.47,53.27,1,1,0.0745
58,163.08,50.98,1,1,0.0398
58,166.06,52.49,1,1,0.0503
58,169.04,53.56,1,1,0.0528
59,181.75,46.93,0,1,0.1011
59,169.6,50.5,0,1,0.0578
59,203.38,37.73,0,1,0.1897
59,294.29,44.18,0,1,0.3289
59,451.6,49.51,1,1,0.6283
60,159.64,53.18,1,1,0.0323
60,137.43,41.99,0,0,0.0233
60,139.74,41.38,0,1,0.0298
60,181.94,52.19,1,1,0.0872
60,139.57,43.02,0,1,0.0114
61,170.87,51.82,1,1,0.0616
61,171.77,45.04,1,1,0.0813
61,144.92,48.91,1,1,0.0017
61,140.06,41.54,0,1,0.029
61,210.82,51.66,1,1,0.1198
62,143.46,47.51,1,1,0.0
62,139.19,45.77,1,0,0.0
62,139.09,44.74,0,0,0.0064
62,150.42,48.3,0,1,0.0171
