gen,llm_gwp,llm_str,is_feasible,is_dominated,min_dist_to_front
1,252.74,50.64,1,0,0.0251
1,232.26,54.63,1,0,0.0725
1,236.37,50.44,1,0,0.0302
1,248.13,58.35,1,0,0.1041
1,254.83,52.99,1,0,0.0498
2,278.98,63.2,1,1,0.0044
2,267.42,63.82,1,0,0.028
2,245.78,56.81,1,0,0.0185
2,182.58,54.52,0,0,0.1359
2,249.67,52.72,1,1,0.0523
3,203.68,55.59,1,0,0.0739
3,219.33,55.48,1,0,0.0325
3,224.45,53.6,1,0,0.0174
3,225.78,53.04,1,0,0.0185
3,239.51,54.31,1,1,0.0202
4,274.36,62.36,1,1,0.0218
4,203.43,54.68,0,0,0.0103
4,274.94,64.5,1,0,0.0145
4,259.88,62.54,1,0,0.0252
4,223.29,57.0,1,0,0.0498
5,274.94,64.5,1,1,0.0
5,259.88,62.54,1,1,0.0
5,211.49,51.82,1,1,0.0476
5,203.66,55.59,1,0,0.0
5,202.67,55.48,1,1,0.0022
6,258.54,59.58,1,1,0.017
6,230.07,57.35,1,1,0.0132
6,254.94,60.54,1,1,0.0024
6,198.13,55.5,1,0,0.0096
6,200.89,55.7,1,1,0.0062
7,224.61,57.56,0,0,0.0012
7,203.33,50.92,0,1,0.0507
7,250.73,58.66,1,1,0.0046
7,222.49,56.79,1,1,0.0001
7,200.04,56.21,1,0,0.0
8,227.24,59.34,1,0,0.0098
8,248.05,67.08,1,0,0.044
8,233.99,60.32,1,0,0.0169
8,198.13,55.95,1,1,0.0001
8,205.81,55.58,1,1,0.0173
9,221.83,57.83,1,1,0.0073
9,200.96,55.68,1,1,0.0065
9,195.59,55.72,1,0,0.0069
9,195.49,54.97,1,1,0.0124
9,206.94,55.33,1,1,0.021
10,198.09,56.02,1,0,0.0008
10,219.65,58.19,1,1,0.0001
10,195.59,55.72,1,1,0.0
10,189.04,55.39,1,0,0.0008
10,198.98,56.09,1,0,0.0001
11,222.02,59.17,1,0,0.0052
11,221.74,58.03,1,1,0.0029
11,195.59,55.72,1,1,0.0
11,195.41,53.16,1,1,0.0289
11,204.88,55.29,1,1,0.0259
12,205.75,55.71,1,1,0.022
12,195.75,55.81,1,1,0.0023
12,200.78,54.87,0,1,0.0193
12,198.13,55.49,0,1,0.0096
12,188.85,55.39,1,0,0.0
13,198.9,56.27,1,1,0.0088
13,205.3,60.93,1,0,0.0253
13,181.1,53.01,1,0,0.0286
13,195.52,55.9,1,1,0.0014
13,193.87,55.89,1,0,0.003
14,189.73,55.67,1,0,0.0
14,189.73,55.67,1,0,0.0
14,189.63,55.66,1,1,0.0
14,189.63,55.66,1,1,0.0
14,189.73,55.67,1,0,0.0
15,195.28,53.02,0,1,0.0346
15,179.66,51.74,1,1,0.0001
15,190.29,56.48,1,1,0.0002
15,190.22,56.48,1,0,0.0
15,190.09,55.82,1,0,0.0001
16,190.29,56.48,1,1,0.0002
16,190.29,56.48,1,1,0.0002
16,190.29,56.48,1,1,0.0002
16,190.29,56.48,1,1,0.0002
16,187.76,53.93,1,1,0.0165
17,195.93,57.83,1,0,0.0005
17,181.1,53.01,1,1,0.0
17,185.38,55.31,1,0,0.0001
17,186.47,55.13,0,1,0.0026
17,185.01,55.2,1,1,0.0
18,183.7,52.8,1,1,0.0075
18,182.59,53.16,0,1,0.0044
18,198.05,52.6,1,1,0.0462
18,181.1,53.01,1,1,0.0
18,181.1,53.01,1,1,0.0
19,194.98,52.24,0,1,0.039
19,190.0,52.79,0,1,0.0245
19,178.41,52.31,1,1,0.0
19,178.41,52.31,1,1,0.0
19,178.41,52.31,1,1,0.0
20,194.74,55.15,0,1,0.0224
20,194.97,52.46,0,1,0.0396
20,178.13,49.84,1,1,0.0
20,178.15,50.74,1,1,0.0
20,178.41,52.31,1,1,0.0
21,182.39,56.26,0,0,0.0079
21,178.54,52.72,1,0,0.0046
21,184.22,55.03,1,1,0.011
21,195.41,55.07,1,1,0.0244
21,178.65,52.51,1,0,0.0023
22,187.5,55.24,1,1,0.0095
22,185.17,55.38,1,1,0.0072
22,198.24,55.42,0,1,0.0302
22,189.4,55.07,0,1,0.0127
22,183.58,56.43,1,0,0.0067
23,177.81,51.92,1,1,0.0006
23,183.88,54.87,1,1,0.0115
23,185.63,55.44,0,1,0.0099
23,182.76,56.15,0,0,0.0018
23,180.73,54.7,1,0,0.0082
24,178.72,54.03,1,0,0.0034
24,178.66,54.06,1,0,0.0037
24,178.59,53.81,1,0,0.0009
24,178.53,53.43,1,1,0.0035
24,178.46,53.43,1,1,0.0035
25,183.9,56.8,1,0,0.0007
25,187.16,56.81,1,1,0.0007
25,175.6,53.87,1,0,0.0
25,183.98,52.94,0,1,0.0193
25,183.96,54.82,1,1,0.0118
26,175.6,53.87,1,1,0.0
26,175.29,53.85,0,0,0.0009
26,176.98,53.48,1,1,0.0049
26,183.9,56.8,1,1,0.0
26,180.7,55.06,1,1,0.0042
27,182.39,56.72,0,0,0.0018
27,183.36,56.16,0,1,0.0053
27,183.9,56.8,1,1,0.0
27,180.67,56.28,1,1,0.0001
27,181.11,55.4,1,1,0.0018
28,180.67,56.28,1,1,0.0001
28,178.57,54.73,1,1,0.0032
28,195.55,53.24,0,1,0.0481
28,180.67,56.28,1,1,0.0001
28,197.44,55.0,1,1,0.0422
29,178.7,54.63,1,1,0.0043
29,178.38,53.59,1,1,0.0125
29,180.17,54.63,1,1,0.0056
29,195.28,55.84,0,1,0.033
29,183.12,55.15,1,1,0.0077
30,174.8,53.79,1,0,0.0001
30,174.83,54.72,1,1,0.0
30,175.35,54.97,1,1,0.0001
30,175.2,54.8,1,1,0.0
30,175.19,54.8,1,1,0.0
31,226.53,56.61,0,1,0.1034
31,195.41,52.89,0,1,0.0488
31,173.88,53.75,1,1,0.0
31,173.88,53.75,1,1,0.0
31,173.88,53.75,1,1,0.0
32,193.17,55.83,0,1,0.0276
32,180.67,56.28,1,1,0.0001
32,180.43,55.43,1,0,0.0001
32,181.03,55.62,0,1,0.0024
32,177.42,53.48,1,1,0.0113
33,187.66,55.78,0,1,0.0154
33,181.73,55.49,0,1,0.0094
33,175.8,55.68,0,0,0.0029
33,175.8,55.68,0,0,0.0029
33,174.55,53.02,1,1,0.0116
34,176.46,55.32,1,1,0.0045
34,186.82,56.54,0,1,0.0085
34,169.51,52.88,1,0,0.0072
34,181.18,54.93,0,1,0.0153
34,176.97,53.63,1,1,0.0136
35,226.48,61.51,1,1,0.0791
35,196.9,56.95,0,1,0.0356
35,169.51,53.03,1,0,0.0017
35,195.28,55.99,0,1,0.0326
35,178.28,53.14,1,1,0.0226
36,193.76,55.82,0,1,0.0294
36,169.51,53.03,1,1,0.0
36,189.07,54.31,0,1,0.0318
36,183.35,55.15,0,1,0.0148
36,176.66,55.55,1,1,0.005
37,185.32,55.23,1,1,0.0175
37,169.51,53.03,1,1,0.0
37,174.22,52.86,1,1,0.013
37,181.16,54.15,1,1,0.0204
37,175.21,55.02,1,1,0.0017
38,174.23,55.74,1,0,0.0049
38,169.51,53.03,1,1,0.0
38,173.21,54.78,1,0,0.0005
38,183.35,55.29,0,1,0.0134
38,173.16,54.76,1,0,0.0003
39,169.51,53.03,1,1,0.0
39,169.51,53.03,1,1,0.0
39,173.16,54.76,1,1,0.0
39,173.16,54.76,1,1,0.0
39,173.16,54.76,1,1,0.0
40,169.51,53.03,1,1,0.0
40,178.52,54.94,1,1,0.012
40,169.96,53.14,1,0,0.0017
40,173.16,54.76,1,1,0.0
40,171.18,54.8,1,0,0.0032
41,191.75,51.95,0,1,0.059
41,180.84,52.77,0,1,0.032
41,174.23,55.74,1,1,0.0
41,174.23,55.74,1,1,0.0
41,174.23,55.74,1,1,0.0
42,178.04,55.1,1,1,0.0105
42,173.4,54.8,1,1,0.0033
42,175.12,56.52,1,0,0.0042
42,180.95,55.06,1,1,0.0167
42,173.23,55.04,1,1,0.0006
43,174.23,55.74,1,1,0.0
43,174.23,55.74,1,1,0.0
43,174.23,55.74,1,1,0.0
43,174.23,55.74,1,1,0.0
43,174.22,55.74,1,0,0.0
44,204.81,50.96,1,1,0.0896
44,234.79,54.48,1,1,0.1464
44,166.4,53.66,1,0,0.0013
44,175.12,56.52,1,1,0.0
44,171.71,54.31,1,1,0.0048
45,196.92,56.04,1,1,0.0414
45,182.58,56.56,1,1,0.0019
45,195.28,55.99,0,1,0.0371
45,174.22,55.74,1,1,0.0
45,172.84,55.36,1,0,0.003
46,178.07,55.44,0,1,0.0111
46,178.07,55.44,0,1,0.0111
46,178.07,55.44,0,1,0.0111
46,178.07,55.44,0,1,0.0111
46,169.82,54.24,1,1,0.003
47,175.12,56.52,1,1,0.0
47,174.22,55.74,1,1,0.0
47,172.84,55.36,1,1,0.0
47,166.46,52.8,1,1,0.0085
47,175.21,55.98,1,1,0.0038
48,166.0,53.59,1,1,0.0014
48,166.29,52.74,1,1,0.0109
48,165.55,52.8,1,0,0.01
48,181.1,55.38,1,1,0.0141
48,168.26,54.35,1,0,0.0019
49,169.49,54.24,1,1,0.0023
49,187.19,50.77,0,1,0.063
49,180.84,52.77,0,1,0.0352
49,166.65,52.75,1,1,0.0117
49,170.38,55.04,1,0,0.0004
50,187.0,53.01,0,1,0.0437
50,180.84,55.66,0,1,0.0107
50,167.4,54.78,1,0,0.0054
50,166.65,52.34,1,1,0.0127
50,171.9,55.31,1,0,0.0012
51,172.22,55.02,1,1,0.0034
51,169.29,54.33,1,1,0.0072
51,172.22,55.02,1,1,0.0034
51,175.16,56.13,1,1,0.0044
51,173.74,55.09,1,1,0.0039
52,172.84,55.36,1,1,0.0
52,172.84,55.36,1,1,0.0
52,172.84,55.36,1,1,0.0
52,172.84,55.36,1,1,0.0
52,172.84,55.36,1,1,0.0
53,172.73,55.36,1,0,0.0003
53,172.39,55.29,1,1,0.0014
53,171.97,55.06,1,1,0.0028
53,173.03,55.36,1,1,0.0005
53,174.12,55.74,1,0,0.0003
54,195.28,55.22,0,1,0.0562
54,178.02,55.13,1,1,0.0127
54,175.12,56.52,1,1,0.0
54,175.13,56.52,1,1,0.0
54,175.54,56.46,1,1,0.0013
55,176.32,55.43,1,1,0.007
55,175.17,55.77,1,1,0.0029
55,172.23,54.87,1,1,0.005
55,181.03,55.31,1,1,0.0188
55,178.29,54.95,1,1,0.0145
56,175.12,56.52,1,1,0.0
56,175.1,56.52,1,0,0.0001
56,174.12,55.74,1,1,0.0
56,174.01,55.74,1,0,0.0003
56,174.64,54.74,1,1,0.0087
57,175.1,56.52,1,1,0.0
57,178.06,59.04,1,1,0.0012
57,195.28,53.05,0,1,0.0656
57,174.71,56.35,1,0,0.0005
57,174.01,55.74,1,1,0.0
58,187.87,53.88,1,1,0.0433
58,178.28,52.41,0,1,0.0366
58,198.11,53.36,1,1,0.0712
58,162.33,51.03,0,0,0.0339
58,172.45,54.87,1,1,0.0056
59,176.67,56.51,1,1,0.0048
59,177.37,56.12,1,1,0.0077
59,197.92,55.45,0,1,0.064
59,183.48,55.27,0,1,0.0264
59,173.79,55.1,1,1,0.0041
60,174.6,52.97,0,1,0.0273
60,174.6,52.97,0,1,0.0273
60,173.31,55.11,1,1,0.0029
60,174.01,55.74,1,1,0.0
60,172.93,55.67,1,0,0.0031
61,168.95,56.59,0,0,0.015
61,181.03,55.65,1,1,0.019
61,170.92,54.68,1,1,0.0064
61,174.82,56.35,1,1,0.0003
61,173.07,55.33,1,1,0.001
62,179.88,55.97,0,1,0.0148
62,176.24,56.21,1,1,0.0045
62,174.14,55.24,0,1,0.0041
62,175.12,56.84,0,1,0.0001
62,172.48,54.87,1,1,0.0056
63,172.16,55.52,1,0,0.0024
63,172.51,55.28,1,0,0.0011
63,173.01,55.67,1,1,0.0002
63,173.3,55.07,1,1,0.0036
63,166.25,53.84,1,1,0.0109
64,172.28,55.37,1,1,0.0017
64,174.6,56.02,1,0,0.0037
64,170.96,54.74,1,1,0.0054
64,175.24,56.41,1,1,0.0016
64,168.2,54.44,1,1,0.0084
65,175.54,55.17,1,1,0.0091
65,173.99,55.68,1,1,0.0029
65,169.96,54.32,1,1,0.0102
65,170.87,54.57,1,1,0.0072
65,166.33,54.0,1,1,0.0105
66,174.0,55.85,1,1,0.0026
66,173.92,54.97,1,1,0.0079
66,165.38,54.12,1,1,0.0077
66,181.16,54.38,1,1,0.0268
66,168.5,54.34,1,1,0.0097
67,172.16,55.52,1,1,0.0
67,171.0,55.25,1,1,0.0
67,186.31,51.79,0,1,0.057
67,170.67,55.21,1,0,0.0
67,170.24,55.09,1,1,0.0018
68,175.3,56.84,1,1,0.0005
68,174.58,56.38,1,1,0.0
68,183.48,55.65,0,1,0.0257
68,174.8,56.37,1,1,0.0006
68,170.23,54.7,1,1,0.0059
