PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
118.117,35.352,292.223,705.293,1020.242,118.698,18.696,10.989,111.547,4.48,218.14,69.93
97.305,0.0,37.539,792.933,408.607,90.775,23.25,14.165,80.272,276.878,115.46,43.8
108.439,32.917,303.645,705.346,1045.67,118.676,18.656,12.058,111.474,2.104,210.31,68.88
97.707,4.451,255.926,662.263,691.932,115.631,16.805,17.125,68.91,55.129,175.7,58.35
108.693,34.458,303.05,705.346,1063.233,118.676,17.342,12.261,111.474,2.106,210.99,69.82
97.904,4.141,253.328,607.546,751.008,115.981,21.415,15.6,77.003,56.007,175.2,57.29
97.619,3.154,65.843,964.573,545.352,93.794,16.474,0.005,123.816,217.881,125.25,46.4
97.301,45.676,69.767,775.368,1148.833,98.319,0.0,75.131,30.645,143.298,141.64,53.68
101.82,48.283,278.79,707.342,952.497,116.358,18.248,4.272,123.707,0.0,201.51,68.5
97.301,45.161,49.755,717.476,1105.243,94.107,0.463,75.176,30.755,72.586,135.87,51.84
97.846,4.141,255.494,612.276,775.256,116.272,21.415,17.125,77.386,56.007,175.81,60.22
97.301,60.494,97.837,758.658,1159.295,94.651,0.771,71.955,30.071,56.618,153.9,54.79
101.586,43.913,275.292,707.31,960.329,117.92,16.497,12.74,102.364,0.0,198.93,66.96
98.044,44.372,56.729,719.433,1100.976,96.213,0.57,72.359,30.337,64.337,138.22,52.58
97.301,26.267,50.289,675.754,958.863,92.285,0.022,59.935,36.332,55.605,129.17,49.06
99.158,43.362,263.458,695.698,894.969,116.88,14.778,11.542,109.487,0.0,192.81,65.02
97.387,62.726,73.846,779.966,1182.184,92.461,0.179,72.334,30.004,58.273,148.53,54.76
97.307,2.827,37.539,792.424,463.714,90.775,22.409,13.699,81.568,276.878,116.59,44.49
103.127,59.858,132.751,784.138,1151.547,91.066,0.836,71.777,30.275,57.583,169.06,57.02
97.301,24.395,43.131,602.996,955.39,92.296,0.057,61.779,33.258,55.695,126.46,47.69
98.052,44.658,59.174,719.203,1101.623,96.213,1.142,72.359,30.337,64.337,138.97,53.31
97.301,26.015,57.798,653.847,968.17,91.75,0.632,75.349,40.166,54.321,131.05,51.46
104.271,62.798,96.063,778.265,1173.146,91.727,0.168,67.091,29.756,66.82,161.6,55.87
97.869,7.201,260.552,651.509,772.51,115.935,17.09,15.148,62.816,51.976,178.27,61.59
97.635,9.057,263.596,654.74,803.601,115.985,19.807,14.051,70.437,46.36,179.56,62.64
97.673,21.713,268.184,725.937,894.779,115.911,12.325,14.601,93.97,53.201,185.48,64.51
97.301,2.932,62.897,792.424,463.714,92.269,22.361,13.699,81.699,272.959,123.31,45.72
104.014,60.846,95.182,776.375,1172.484,91.998,0.171,66.377,29.756,66.82,160.45,55.63
99.334,43.372,265.526,705.84,894.976,117.364,14.656,12.048,112.32,0.0,193.57,65.86
97.65,20.485,280.697,725.995,861.304,116.093,12.345,14.603,99.347,0.797,188.23,65.0
97.406,0.0,54.092,810.569,455.73,90.775,23.732,13.8,84.129,272.754,120.16,44.63
97.301,23.326,55.026,654.876,999.651,92.326,0.0,72.334,36.245,27.249,129.55,50.32
99.896,43.724,265.526,705.84,913.649,117.364,14.656,12.048,112.32,0.0,194.35,66.82
97.875,9.304,266.369,648.04,791.895,116.158,18.393,9.497,72.209,48.028,180.56,62.89
97.301,24.626,44.695,578.986,958.863,92.296,1.38,61.131,39.948,48.091,126.9,48.53
97.636,21.464,267.977,715.315,824.216,116.022,12.414,14.469,94.145,55.074,185.02,63.35
97.304,62.06,69.031,776.117,1161.34,90.887,0.535,75.245,29.283,56.747,146.87,53.99
97.301,26.136,58.154,654.876,995.216,91.75,0.647,73.786,40.166,53.748,131.28,51.79
97.604,20.639,267.878,715.315,822.895,116.022,12.414,14.469,94.145,122.488,184.68,63.03
103.189,59.858,130.502,784.138,1173.378,90.775,0.836,71.777,30.275,57.583,168.61,56.99
100.87,61.743,127.012,802.758,1172.475,90.775,0.0,71.5,31.546,54.687,165.92,56.28
103.124,49.556,132.835,784.138,1151.547,91.075,0.3,71.777,30.275,57.583,165.7,56.2
97.874,6.485,257.167,638.646,772.51,115.931,16.555,15.148,71.81,68.745,177.11,60.5
97.301,60.43,103.655,761.461,1173.357,90.775,0.769,71.935,30.722,59.079,155.48,55.62
97.853,7.201,257.009,651.509,772.51,118.017,16.511,15.148,62.816,69.431,177.31,61.32
97.301,23.326,54.335,654.493,1003.053,92.882,0.0,72.334,36.245,26.747,129.38,50.15
97.312,0.0,57.387,810.569,455.698,90.775,23.732,13.765,83.901,272.688,120.93,45.15
97.301,60.264,103.655,761.461,1173.357,90.775,0.311,71.935,30.842,45.749,155.42,55.51
97.304,62.06,69.031,776.117,1161.171,90.887,0.535,75.349,29.283,56.738,146.87,53.99
97.673,21.713,276.466,725.979,895.236,115.911,12.326,14.599,94.014,53.201,187.67,64.55
