PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,GWP,28day
124.282,72.08,270.905,802.895,937.489,128.994,0.011,1.019,2.46,3.109,230.96,98.8
97.301,73.6,36.859,906.3,891.313,119.5,0.5,0.281,1.796,10.928,141.5,47.67
109.031,71.315,280.674,800.908,924.978,122.552,0.107,0.962,2.478,0.196,217.26,87.44
118.629,76.153,270.82,803.211,929.295,128.424,0.011,0.989,2.458,4.179,226.32,97.08
97.301,39.868,210.241,772.146,986.84,107.884,0.839,0.393,2.701,4.877,176.21,60.99
102.298,72.477,237.589,717.498,924.972,116.18,0.803,1.064,2.931,0.0,198.99,77.33
100.341,60.224,252.907,730.871,877.792,126.688,0.795,0.978,2.715,2.349,196.83,73.22
97.301,63.048,240.32,780.285,928.742,122.392,0.866,0.971,2.392,3.937,191.56,68.79
97.301,104.89,118.897,734.878,1106.098,91.842,0.484,1.297,2.123,0.0,173.77,58.01
97.301,85.316,118.897,819.845,1104.437,91.842,0.499,1.297,2.103,0.0,167.56,57.38
97.301,62.225,118.897,819.769,1104.962,92.155,0.496,1.301,2.101,0.0,159.99,55.58
97.301,77.326,84.717,775.15,1081.843,90.775,0.494,1.293,2.533,0.0,155.72,53.46
97.301,86.242,52.625,982.556,899.839,91.065,0.511,0.994,2.025,8.524,150.04,53.15
102.215,72.533,256.737,740.892,922.542,110.821,0.801,0.997,2.385,0.0,204.03,80.57
97.301,49.284,231.158,777.785,924.925,108.238,0.806,0.999,2.558,5.048,184.61,68.13
105.982,71.132,268.126,800.908,922.781,122.968,0.0,1.161,2.49,0.0,210.68,85.66
97.301,49.284,229.984,777.524,924.816,108.464,0.836,0.679,2.64,5.048,184.3,65.63
97.301,39.868,202.47,772.146,990.196,107.883,0.83,0.37,2.701,4.877,174.17,59.27
97.345,36.199,222.626,768.61,991.471,101.516,0.795,0.483,2.506,4.997,178.33,63.38
97.301,84.555,49.279,963.482,898.695,92.02,0.488,1.06,1.861,8.119,148.55,52.01
97.301,77.257,121.247,773.021,1081.843,90.775,0.508,1.286,2.096,0.0,165.33,56.36
102.215,72.483,247.471,740.478,913.292,110.916,0.798,1.046,2.837,0.0,201.53,79.31
97.301,81.131,39.731,976.179,919.177,100.899,0.5,1.01,2.588,9.178,145.01,50.64
108.283,71.132,268.126,800.908,922.781,122.968,0.0,1.161,2.49,0.0,213.09,86.58
97.301,73.766,43.961,911.235,893.4,120.103,0.499,1.82,2.499,8.551,143.45,48.99
104.169,74.694,253.428,800.389,912.48,122.447,0.0,1.108,2.408,0.011,206.03,81.71
97.301,43.067,231.712,783.009,990.616,107.752,0.811,0.401,2.483,5.056,182.97,64.65
97.301,39.868,231.081,772.146,986.84,107.883,0.839,0.401,2.701,4.877,181.71,63.72
104.057,75.091,254.935,800.117,913.077,122.678,0.0,1.159,2.411,0.011,206.44,82.87
98.61,57.923,252.432,734.271,889.126,122.113,0.818,0.972,2.652,7.543,194.18,71.43
97.31,97.354,69.677,932.682,889.349,91.549,0.525,1.642,2.021,6.533,158.02,55.07
104.173,71.355,263.887,803.307,913.071,122.378,0.017,1.123,2.601,0.163,207.71,83.96
108.283,71.371,275.243,800.901,908.399,122.946,0.0,1.168,2.478,0.0,215.0,87.0
97.301,61.615,250.439,780.459,928.21,122.763,0.833,0.971,2.211,3.848,193.76,69.78
97.301,49.284,231.117,777.785,923.52,108.881,0.806,0.999,2.556,5.048,184.59,68.11
100.341,53.897,258.22,728.173,877.67,126.688,0.795,0.965,2.718,6.622,196.15,71.59
97.301,81.1,38.0,963.9,898.2,101.6,0.5,1.0,2.0,9.4,144.43,50.55
97.301,73.621,36.954,908.2,889.867,119.326,0.502,1.8,2.186,11.5,141.53,48.5
102.298,71.386,244.697,716.951,924.961,115.782,0.83,1.36,2.816,0.281,200.51,77.55
97.301,77.481,122.423,764.23,1093.168,90.775,0.509,1.286,2.097,0.0,165.74,56.97
97.345,38.936,222.626,768.61,991.471,101.516,0.795,0.483,2.497,4.997,179.23,63.4
97.301,61.615,246.935,787.019,929.638,122.675,0.833,1.011,2.211,3.783,192.86,69.46
120.428,73.043,270.305,803.211,944.986,128.181,0.0,1.013,2.465,4.241,227.11,98.27
123.34,72.226,270.699,803.392,937.632,128.418,0.011,1.013,2.458,4.07,229.97,98.6
100.341,59.349,252.907,730.871,877.967,126.688,0.795,1.062,2.718,2.38,196.54,72.66
97.301,84.887,49.264,961.217,898.585,91.976,0.488,1.06,1.95,8.697,148.64,52.44
121.268,73.043,270.699,803.211,941.137,128.181,0.011,1.013,2.465,4.255,228.08,98.32
106.4,64.099,268.126,800.92,913.649,122.989,0.0,1.161,2.488,0.321,208.78,84.49
109.031,71.315,279.945,800.908,925.851,122.552,0.096,0.962,2.478,0.196,217.07,87.26
118.629,76.153,270.82,803.211,929.295,128.424,0.011,0.989,2.458,4.179,226.32,97.08
